frecuencia_hz,partida_g1_db,partida_g1_fase_grados,partida_g3_db,partida_g3_fase_grados,partida_g5_db,partida_g5_fase_grados,partida_g8_db,partida_g8_fase_grados,partida_g11_db,partida_g11_fase_grados,simple_g1_db,simple_g1_fase_grados,simple_g3_db,simple_g3_fase_grados,simple_g5_db,simple_g5_fase_grados,simple_g8_db,simple_g8_fase_grados,simple_g11_db,simple_g11_fase_grados
100,-0.00232471588,1.42982944,9.54001601,1.42650464,13.9769153,1.42317989,18.0592013,1.41819288,20.8251416,1.41320601,-0.00697866931,1.42723829,9.51759168,4.00632954,13.9530826,4.52045303,18.0349199,4.80657743,20.8007584,4.93390972
104.712855,-0.00217605056,1.34956678,9.54016467,1.34608529,13.9770639,1.34260385,18.05935,1.33738181,20.8252902,1.33215991,-0.00642261439,1.347309,9.51971067,3.81050016,13.9553285,4.30119295,18.0372098,4.57398332,20.8030617,4.69512587
109.64782,-0.00204113728,1.27216512,9.54029959,1.26851954,13.9771989,1.26487403,18.0594849,1.25940589,20.8254251,1.25393788,-0.00591576656,1.27019789,9.52164354,3.62262858,13.9573771,4.09092885,18.0392985,4.35096326,20.8051627,4.46617292
114.815362,-0.00191883144,1.19746047,9.5404219,1.19364309,13.9773212,1.18982577,18.0596072,1.18409992,20.8255474,1.17837421,-0.00545392688,1.19574648,9.52340645,3.44233231,13.9592455,3.88923109,18.0412035,4.13706061,20.8070789,4.24658166
120.226443,-0.00180809531,1.12529457,9.54053264,1.12129728,13.9774319,1.11730005,18.0597179,1.11130435,20.8256581,1.1053088,-0.00503326117,1.12380128,9.52501413,3.26924289,13.9609495,3.6956861,18.0429408,3.931836,20.8088264,4.03590065
125.892541,-0.00170798931,1.0555145,9.54063275,1.05132883,13.977532,1.04714322,18.059818,1.04086495,20.8257582,1.03458684,-0.00465027035,1.05421354,9.52648005,3.10300534,13.9625032,3.50989578,18.0445249,3.73486658,20.8104198,3.83369551
131.825674,-0.00161766402,0.987972401,9.54072307,0.983589458,13.9776223,0.97920659,18.0599083,0.972632431,20.8258485,0.966058444,-0.00430176314,0.986839033,9.52781649,2.94327766,13.9639197,3.33147689,18.0459692,3.54574547,20.8118726,3.63954823
138.038426,-0.00153635299,0.92252512,9.54080439,0.917935616,13.9777037,0.913346189,18.0599896,0.906462199,20.8259298,0.89957839,-0.00398483095,0.921537789,9.52903468,2.78973032,13.9652109,3.16006043,18.0472857,3.364081,20.8131968,3.4530565
144.543977,-0.0014633662,0.859033948,9.54087738,0.854228146,13.9777766,0.849422426,18.0600626,0.842214004,20.8260027,0.83500577,-0.00369682491,0.858173861,9.53014484,2.6420457,13.9663877,2.99529105,18.0484856,3.18949612,20.8144037,3.27383304
151.356125,-0.0013980843,0.797364305,9.54094267,0.792332013,13.9778419,0.787299806,18.0601279,0.77975166,20.826068,0.772203712,-0.00343533473,0.796615086,9.53115633,2.49991756,13.9674599,2.83682644,18.0495788,3.02162773,20.8155034,3.10150492
158.489319,-0.00133995329,0.737385466,9.5410008,0.732116009,13.9779001,0.726846641,18.060186,0.718942762,20.8261261,0.71103909,-0.00319816942,0.736732842,9.53207763,2.36305058,13.9684366,2.68433673,18.0505747,2.86012605,20.8165051,2.9357129
165.958691,-0.00128847983,0.678970283,9.54105228,0.673452483,13.9779515,0.667934777,18.0602375,0.659658399,20.8261775,0.651382238,-0.00298333966,0.678401813,9.53291653,2.23115979,13.9693261,2.53750395,18.0514817,2.70465399,20.8174174,2.77611081
173.780083,-0.00124322708,0.621994914,9.54109754,0.616217068,13.9779968,0.61043932,18.0602827,0.601772888,20.8262227,0.593106682,-0.00278904171,0.621499761,9.53368008,2.10397009,13.9701357,2.39602139,18.0523072,2.55488658,20.8182478,2.62236489
181.970086,-0.00120381099,0.566338565,9.54113697,0.560288418,13.9780362,0.554238372,18.0603221,0.545163503,20.8262621,0.536088871,-0.00261364278,0.565907283,9.53437472,1.98121576,13.9708724,2.25959311,18.0530585,2.41051028,20.8190035,2.4741532
190.546072,-0.00116989704,0.511883236,9.54117089,0.505547953,13.9780701,0.499212777,18.060356,0.489710221,20.8262959,0.480207914,-0.00245566773,0.511507595,9.53500633,1.86263997,13.9715423,2.12793333,18.0537417,2.27122251,20.8196907,2.33116501
199.526231,-0.00114119739,0.458513465,9.54119959,0.451879609,13.9780988,0.445245865,18.0603847,0.435295467,20.8263246,0.425345329,-0.00231378701,0.458186296,9.53558022,1.7479943,13.9721512,2.00076596,18.0543626,2.13673098,20.8203153,2.19310018
208.929613,-0.00111746847,0.406116094,9.54122333,0.399169593,13.9781226,0.392223209,18.0604084,0.381803862,20.8263482,0.371384788,-0.00218680575,0.405831147,9.53610125,1.63703825,13.9727041,1.87782399,18.0549266,2.00675317,20.8208826,2.05966863
218.776162,-0.00109850886,0.354580019,9.5412423,0.347306139,13.9781416,0.340032381,18.0604273,0.329121984,20.8263671,0.318211873,-0.00207365397,0.354331853,9.53657382,1.52953884,13.9732057,1.75884906,18.0554383,1.8810158,20.8213973,1.93058974
229.086765,-0.00108415764,0.303795964,9.54125666,0.296179275,13.9781559,0.288562716,18.0604417,0.277138125,20.8263814,0.265713835,-0.00197337773,0.303579836,9.53700192,1.42527007,13.9736604,1.64359089,18.0559021,1.75925427,20.8218638,1.80559183
239.883292,-0.00107429302,0.253656246,9.54126654,0.245680592,13.9781658,0.237705074,18.0604515,0.225742058,20.8263912,0.213779356,-0.00188513129,0.253468024,9.53738918,1.32401259,13.9740718,1.53180683,18.0563218,1.64121213,20.8222861,1.6844116
251.188643,-0.00106883124,0.204054545,9.54127202,0.19570301,13.9781713,0.187351615,18.0604569,0.174824797,20.8263965,0.162298309,-0.00180817009,0.203890631,9.53773887,1.22555317,13.9744436,1.42326137,18.0567012,1.52664061,20.8226677,1.5667936
263.026799,-0.00106772594,0.154885686,9.54127314,0.146140553,13.9781724,0.137395568,18.060458,0.124278377,20.8263975,0.111161531,-0.00174184459,0.154742944,9.53805394,1.12968432,13.9747787,1.31772567,18.0570433,1.41529809,20.8230119,1.45248976
275.42287,-0.00107096772,0.106045408,9.54126991,0.0968881283,13.9781691,0.0877310032,18.0604547,0.0739956156,20.8263942,0.0602605894,-0.00168559491,0.105921108,9.53833707,1.0362039,13.9750802,1.21497709,18.0573511,1.30694961,20.8233216,1.34125884
288.40315,-0.00107858408,0.0574301522,9.54126231,0.0478413008,13.9781615,0.0382526116,18.0604471,0.0238698921,20.8263864,0.00948755144,-0.00163894615,0.0573219132,9.53859066,0.944914669,13.9753505,1.11479874,18.0576272,1.20136642,20.8235993,1.23286599
301.995172,-0.00109063963,0.00893683504,9.54125027,-0.00110392728,13.9781495,-0.0111445198,18.060435,-0.0262050793,20.8263742,-0.041265242,-0.00160150444,0.00884258545,9.53881684,0.855623902,13.975592,1.01697909,18.0578739,1.09832552,20.8238475,1.12708223
316.227766,-0.00110723668,-0.039537364,9.5412337,-0.0500513356,13.9781329,-0.0605651293,18.0604184,-0.076335475,20.8263575,-0.0921054049,-0.00157295373,-0.0396194296,9.53901754,0.768143009,13.9758066,0.921311449,18.0580933,0.997609162,20.8240683,1.023684
331.131121,-0.00112851605,-0.0880952225,9.54121244,-0.0991047052,13.9781117,-0.110114002,18.060397,-0.126627586,20.826336,-0.143140733,-0.00155305309,-0.0881666765,9.53919445,0.682287143,13.9759962,0.827593634,18.0582872,0.89900444,20.8242634,0.922452713
346.73685,-0.00115465831,-0.136839691,9.54118633,-0.148368038,13.9780855,-0.159896191,18.0603709,-0.177188041,20.8263097,-0.194479434,-0.00154163477,-0.136901903,9.53934907,0.59787482,13.9761624,0.735627493,18.0584573,0.802302845,20.8244347,0.823174287
363.078055,-0.00118588527,-0.185874112,9.54115513,-0.197945778,13.9780543,-0.210017239,18.0603396,-0.228124035,20.8262783,-0.246230352,-0.0015386028,-0.185928276,9.53948272,0.51472755,13.9763066,0.645218522,18.0586051,0.707299831,20.8245834,0.725638709
380.189396,-0.00122246192,-0.235302437,9.54111858,-0.247943027,13.9780178,-0.260583403,18.0603029,-0.279543553,20.8262415,-0.298503201,-0.00154393218,-0.235349591,9.53959652,0.432669463,13.97643,0.55617546,18.0587318,0.613794394,20.824711,0.629639603
398.107171,-0.00126469861,-0.285229445,9.54107638,-0.298465773,13.9779756,-0.311701877,18.0602607,-0.331555599,20.826199,-0.351408794,-0.00155766875,-0.285270494,9.53969144,0.351526954,13.9765337,0.468309891,18.0588385,0.521588655,20.8248184,0.534973802
416.869383,-0.00131295372,-0.335760965,9.54102816,-0.349621108,13.9779273,-0.363481017,18.0602123,-0.384270425,20.8261505,-0.405059281,-0.00157992953,-0.335796699,9.53976829,0.271128314,13.9766186,0.381435855,18.058926,0.430487449,20.8249065,0.441440921
436.515832,-0.00136763666,-0.387004101,9.54097351,-0.401517459,13.9778727,-0.416030573,18.0601576,-0.437799765,20.8260955,-0.459568379,-0.0016109038,-0.387035205,9.53982771,0.191303381,13.9766853,0.29536946,18.0589951,0.340297918,20.8249762,0.348842946
457.08819,-0.0014292114,-0.439067453,9.54091198,-0.454264812,13.9778111,-0.469461916,18.0600959,-0.49225707,20.8260336,-0.515051618,-0.00165085465,-0.439094526,9.53987021,0.111883183,13.9767344,0.2099285,18.0590465,0.250829112,20.8250281,0.256983817
478.630092,-0.00149820034,-0.492061347,9.54084304,-0.507974946,13.9777422,-0.523888276,18.0600268,-0.547757746,20.8259643,-0.571626581,-0.00170012128,-0.49208491,9.53989615,0.0326995848,13.9767664,0.124932074,18.0590805,0.161891586,20.8250624,0.165669021
501.187234,-0.00157518875,-0.546098072,9.54076611,-0.562761666,13.9776652,-0.579424978,18.0599497,-0.604419398,20.8258869,-0.62941315,-0.00175912182,-0.546118578,9.53990574,-0.0464150583,13.9767816,0.0402002113,18.0590974,0.0732970114,20.8250796,0.0747051842
524.80746,-0.00166082975,-0.601292108,9.54068052,-0.618741045,13.9775797,-0.636189687,18.059864,-0.662362075,20.8258008,-0.688533763,-0.00182835694,-0.601309952,9.53989908,-0.125628254,13.97678,-0.0444465076,18.0590973,-0.0151422251,20.8250798,-0.0161003311
549.540874,-0.00175584981,-0.657760371,9.54058557,-0.676031665,13.9774847,-0.69430265,18.0597689,-0.721708526,20.8257054,-0.749113666,-0.00190841403,-0.657775898,9.53987611,-0.20510772,13.9767616,-0.129187323,18.0590804,-0.103613408,20.825063,-0.106939829
575.439937,-0.00186105492,-0.715622458,9.54048043,-0.734754867,13.9773795,-0.753886954,18.0596635,-0.782584452,20.8255997,-0.811281178,-0.00199997222,-0.715635967,9.53983662,-0.285021737,13.9767263,-0.214201673,18.0590464,-0.192303886,20.8250291,-0.198005683
602.559586,-0.00197733739,-0.775000895,9.54036423,-0.795035006,13.9772633,-0.815068778,18.0595471,-0.845118774,20.8254828,-0.875167961,-0.00210380811,-0.775012648,9.53978028,-0.365539494,13.9766738,-0.299669563,18.058995,-0.281401466,20.8249777,-0.289490737
630.957344,-0.00210568341,-0.836021396,9.54023596,-0.856999706,13.977135,-0.877977662,18.0594186,-0.909443902,20.8253539,-0.940909291,-0.00222080237,-0.836031619,9.53970663,-0.446831448,13.9766036,-0.385771949,18.0589258,-0.3710948,20.8249084,-0.381588709
660.693448,-0.00224718139,-0.898813122,9.54009456,-0.920780133,13.9769936,-0.942746774,18.0592769,-0.975696007,20.8252117,-1.00864435,-0.00235194711,-0.898822013,9.53961502,-0.529069675,13.9765151,-0.472691108,18.0588382,-0.461573784,20.8248207,-0.474494596
691.830971,-0.00240303118,-0.96350895,9.53993881,-0.986511262,13.9768378,-1.00951319,18.0591209,-1.04401531,20.8250551,-1.0785165,-0.00249835438,-0.963516682,9.53950469,-0.612428229,13.9764077,-0.560611024,18.0587315,-0.553029951,20.8247138,-0.56840508
724.43596,-0.00257455415,-1.03024575,9.53976739,-1.05433216,13.9766664,-1.07841817,18.0589492,-1.11454637,20.8248828,-1.15067359,-0.00266126547,-1.03025247,9.5393747,-0.697083505,13.9762803,-0.649717763,18.0586048,-0.645656872,20.8245867,-0.663518939
758.577575,-0.00276320443,-1.09916468,9.53957886,-1.12438628,13.9764778,-1.14960746,18.0587603,-1.18743839,20.8246933,-1.22526828,-0.00284206145,-1.09917052,9.53922395,-0.783214601,13.976132,-0.74019987,18.0584569,-0.739650557,20.8244385,-0.760037457
794.328235,-0.00297058113,-1.17041144,9.53937162,-1.19682174,13.9762706,-1.2232316,18.0585527,-1.26284551,20.8244849,-1.30245832,-0.0030422748,-1.17041652,9.53905116,-0.871003698,13.9759614,-0.83224875,18.0582867,-0.835209862,20.8242678,-0.858164849
831.763771,-0.00319844187,-1.24413662,9.5391439,-1.27179165,13.9760428,-1.29944622,18.0583245,-1.34092714,20.824256,-1.38240692,-0.00326360236,-1.24414103,9.53885487,-0.960636425,13.9757671,-0.92605907,18.0580927,-0.932536902,20.8240732,-0.958108678
870.96359,-0.00344871757,-1.32049599,9.53889379,-1.34945441,13.9757927,-1.37841235,18.058074,-1.42184829,20.8240046,-1.46528303,-0.00350791964,-1.32049982,9.53863341,-1.05230225,13.9755474,-1.02182916,18.0578733,-1.03183747,20.8238531,-1.06008029
912.010839,-0.00372352877,-1.39965079,9.53861915,-1.42997405,13.975518,-1.4602968,18.0577988,-1.50577991,20.8237285,-1.55126174,-0.0037772966,-1.39965412,9.53838492,-1.14619487,13.9753005,-1.11976142,18.0576266,-1.13332145,20.8236056,-1.16429523
954.992586,-0.00402520344,-1.48176812,9.53831767,-1.51352054,13.9752164,-1.54527243,18.0574968,-1.5928992,20.8234254,-1.64052463,-0.00407401513,-1.48177102,9.53810727,-1.2425126,13.9750244,-1.22006274,18.0573504,-1.23720327,20.8233286,-1.27097373
1000,-0.00435629665,-1.56702122,9.53798678,-1.60027017,13.9748855,-1.63351856,18.0571653,-1.68339004,20.8230928,-1.73326009,-0.00440058821,-1.56702373,9.53779813,-1.34145878,13.9747166,-1.32294491,18.0570425,-1.34370231,20.8230197,-1.38034111
1047.12855,-0.00471961197,-1.65558984,9.5376237,-1.69040586,13.9745224,-1.7252213,18.0568015,-1.77744328,20.8227278,-1.82966377,-0.00475978109,-1.65559202,9.53745487,-1.44324219,13.9743745,-1.42862506,18.0567003,-1.4530434,20.8226764,-1.49262827
1096.4782,-0.0051182251,-1.74766062,9.53722533,-1.78411758,13.974124,-1.82057393,18.0564025,-1.87525722,20.8223274,-1.92993894,-0.00515463447,-1.74766251,9.53707459,-1.54807749,13.9739953,-1.53732611,18.0563209,-1.56545721,20.8222957,-1.60807213
1148.15362,-0.00555550968,-1.84342743,9.53678833,-1.88160268,13.9736869,-1.9197773,18.0559647,-1.97703792,20.8218881,-2.03429687,-0.00558849007,-1.84342907,9.53665407,-1.65618561,13.9735758,-1.6492772,18.055901,-1.68118076,20.8218745,-1.72691616
1202.26443,-0.00603516554,-1.94309179,9.53630897,-1.98306633,13.9732075,-2.02304021,18.0554844,-2.08299965,20.8214062,-2.14295733,-0.00606501865,-1.94309321,9.53618976,-1.76779423,13.9731124,-1.76471417,18.0554371,-1.80045789,20.821409,-1.84941081
1258.92541,-0.00656124974,-2.04686323,9.53578322,-2.08872188,13.9726816,-2.13057983,18.0549577,-2.19336532,20.8208777,-2.25614895,-0.00658825071,-2.04686446,9.53567773,-1.8831382,13.9726012,-1.88387998,18.0549253,-1.92353973,20.8208955,-1.97581406
1318.25674,-0.00713821049,-2.15495971,9.53520662,-2.19879129,13.9721049,-2.24262214,18.0543801,-2.3083669,20.8202981,-2.37410969,-0.00716261026,-2.15496078,9.53511364,-2.00246005,13.9720378,-2.00702528,18.0543613,-2.05068522,20.8203296,-2.10639187
1380.38426,-0.00777092432,-2.26760808,9.5345743,-2.31350559,13.9714725,-2.35940235,18.0537466,-2.42824589,20.8196624,-2.49708733,-0.00779295175,-2.267609,9.53449273,-2.1260104,13.9714175,-2.1344088,18.0537402,-2.18216161,20.8197064,-2.24141879
1445.43977,-0.00846473673,-2.38504444,9.53388093,-2.43310529,13.9707791,-2.48116535,18.053052,-2.55325375,20.8189654,-2.62533994,-0.00848460055,-2.38504525,9.53380976,-2.25404851,13.9707351,-2.26629794,18.0530568,-2.31824495,20.8190208,-2.38117841
1513.56125,-0.00922550673,-2.50751467,9.53312063,-2.55784085,13.9700187,-2.60816619,18.0522903,-2.68365245,20.8182011,-2.75913634,-0.0092433973,-2.50751536,9.53305896,-2.38684271,13.9699848,-2.4029692,18.0523055,-2.45922068,20.8182669,-2.52596398
1584.89319,-0.0100596555,-2.63527482,9.53228701,-2.68797313,13.9691849,-2.74067057,18.0514551,-2.81971486,20.8173631,-2.89875666,-0.0100757465,-2.63527542,9.53223399,-2.52467096,13.9691603,-2.54470878,18.0514797,-2.60538413,20.8174383,-2.67607892
1659.58691,-0.0109742198,-2.76859162,9.53137302,-2.8237739,13.9682708,-2.87895528,18.0505395,-2.96172538,20.8164444,-3.04449281,-0.0109886694,-2.76859214,9.53132789,-2.66782136,13.9682546,-2.69181307,18.0505726,-2.75704109,20.8165282,-2.8318374
1737.80083,-0.0119769098,-2.90774297,9.53037095,-2.96552635,13.9672686,-3.02330878,18.0495356,-3.10998036,20.815437,-3.19664909,-0.0119898625,-2.90774341,9.53033303,-2.81659267,13.96726,-2.84458924,18.0495766,-2.91450838,20.8155287,-2.99356497
1819.70086,-0.0130761733,-3.0530184,9.52927238,-3.11352553,13.9661698,-3.17403167,18.048435,-3.2647887,20.8143327,-3.35554268,-0.0130877608,-3.05301879,9.52924102,-2.97129484,13.9661682,-3.00335573,18.0484831,-3.07811443,20.8144315,-3.16159911
1905.46072,-0.0142812648,-3.20471964,9.52806804,-3.26807895,13.9649653,-3.33143724,18.0472284,-3.42647236,20.813122,-3.52150422,-0.0142916073,-3.20471997,9.52804267,-3.13224958,13.9649701,-3.1684429,18.0472831,-3.24819988,20.8132274,-3.33628985
1995.26231,-0.0156023217,-3.36316107,9.52674781,-3.42950707,13.9636449,-3.49585201,18.0459058,-3.59536696,20.8117948,-3.69487844,-0.0156115287,-3.36316135,9.5267279,-3.29979092,13.9636555,-3.34019355,18.0459663,-3.42511815,20.8119062,-3.51800041
2089.29613,-0.0170504471,-3.52867028,9.52530058,-3.59814384,13.9621974,-3.66761628,18.0444559,-3.77182234,20.81034,-3.87602467,-0.0170586185,-3.52867053,9.52528566,-3.47426577,13.9622133,-3.51896355,18.0445219,-3.60923608,20.8104568,-3.70710783
2187.76162,-0.0186378007,-3.70158863,9.52371422,-3.77433724,13.9606108,-3.84708469,18.0428666,-3.95620311,20.8087452,-4.06531752,-0.0186450276,-3.70158884,9.52370384,-3.65603453,13.9606316,-3.7051224,18.0429375,-3.80093457,20.808867,-3.9040036
2290.86765,-0.0203776967,-3.88227175,9.5219754,-3.95844989,13.9588717,-4.03462683,18.0411246,-4.14888931,20.8069972,-4.26314747,-0.0203840622,-3.88227193,9.52196917,-3.84547161,13.9588969,-3.89905387,18.0412,-4.00060914,20.8071236,-4.1090943
2398.83292,-0.0222847124,-4.0710901,9.52006957,-4.15085956,13.9569656,-4.23062775,18.0392152,-4.35027694,20.8050813,-4.46992147,-0.0222902923,-4.07109026,9.52006711,-4.04296607,13.9569948,-4.10115656,18.0392948,-4.20867064,20.8052118,-4.32280229
2511.88643,-0.0243748047,-4.26842954,9.51798078,-4.35195972,13.9548765,-4.43548859,18.0371226,-4.5607786,20.8029815,-4.68606358,-0.0243796682,-4.26842967,9.51798176,-4.24892218,13.9549093,-4.31184456,18.0372058,-4.42554582,20.8031157,-4.54556636
2630.26799,-0.0266654385,-4.47469182,9.51569156,-4.56216016,13.9525869,-4.64962714,18.0348291,-4.7808241,20.8006801,-4.91201561,-0.0266696485,-4.47469193,9.51569569,-4.46376003,13.9526231,-4.53154801,18.0349158,-4.65167799,20.8008178,-4.77784234
2754.2287,-0.0291757248,-4.69029519,9.51318283,-4.78188751,13.9500778,-4.87347842,18.0323157,-5.01086104,20.798158,-5.14823775,-0.0291793389,-4.69029529,9.51318982,-4.68791607,13.950117,-4.76071374,18.0324055,-4.88752768,20.7982988,-5.02010383
2884.0315,-0.0319265727,-4.91567487,9.51043367,-5.01158579,13.9473282,-5.10749524,18.0295614,-5.2513554,20.7953943,-5.39520916,-0.0319296433,-4.91567496,9.51044329,-4.92184371,13.9473702,-4.99980582,18.0296541,-5.1335732,20.7955379,-5.27284281
3019.95172,-0.0349408529,-5.15128362,9.50742125,-5.25171694,13.9443152,-5.35214875,18.0265434,-5.50279217,20.7923658,-5.65342861,-0.0349434279,-5.15128369,9.50743325,-5.16601389,13.9443598,-5.24930618,18.0266386,-5.39031129,20.792512,-5.53657028
3162.27766,-0.0382435762,-5.39759217,9.50412055,-5.50276136,13.941014,-5.60792899,18.0232365,-5.76567585,20.7890474,-5.92341507,-0.038245699,-5.39759223,9.50413473,-5.42091556,13.9410609,-5.50971514,18.0233341,-5.6582577,20.7891961,-5.81181691
3311.31121,-0.0418620862,-5.65508973,9.50050426,-5.76521838,13.9373971,-5.87534541,18.0196134,-6.04053102,20.7854117,-6.20570829,-0.0418637968,-5.65508979,9.50052042,-5.68705621,13.9374461,-5.78155194,18.0197131,-5.93794778,20.7855625,-6.09913358
3467.3685,-0.0458262693,-5.92428443,9.4965425,-6.0396067,13.9334347,-6.15492729,18.0156441,-6.32790289,20.7814287,-6.50086933,-0.0458276038,-5.92428448,9.49656046,-5.96496238,13.9334856,-6.06535527,18.0157458,-6.22993695,20.7815815,-6.39909201
3630.78055,-0.05016878,-6.20570366,9.49220263,-6.32646482,13.929094,-6.44722424,18.011296,-6.62835768,20.7770654,-6.80948106,-0.0501697717,-6.2057037,9.49222225,-6.25518002,13.9291467,-6.36168368,18.0113995,-6.53480126,20.77722,-6.71228526
3801.89396,-0.0549252862,-6.49989445,9.48744901,-6.62635138,13.9243396,-6.75280654,18.0065333,-6.94248312,20.7722861,-7.13214863,-0.0549259651,-6.49989448,9.48747013,-6.55827491,13.9243939,-6.671116,18.0066384,-6.85313778,20.7724423,-7.03932818
3981.07171,-0.060134732,-6.80742367,9.48224272,-6.93984548,13.9191323,-7.07226545,18.001317,-7.27088876,20.7670515,-7.46949985,-0.0601351256,-6.8074237,9.48226521,-6.87483293,13.9191881,-6.99425165,18.0014236,-7.18556498,20.7672093,-7.38085787
4168.69383,-0.0658396219,-7.12887829,9.47654126,-7.26754682,13.9134298,-7.40621348,17.9956045,-7.61420626,20.761319,-7.82218552,-0.0658397553,-7.12887831,9.47656501,-7.20546031,13.9134869,-7.33171095,17.9957125,-7.53272306,20.7614782,-7.737534
4365.15832,-0.0720863255,-7.46486537,9.4702983,-7.61007589,13.9071857,-7.75528448,17.9893494,-7.97308955,20.7550419,-8.19087963,-0.0720862217,-7.4648654,9.47032319,-7.55078371,13.907244,-7.68413519,17.9894587,-7.8952741,20.7552023,-8.11003901
4570.8819,-0.0789254045,-7.81601212,9.4634633,-7.9680739,13.9003494,-8.12013372,17.982501,-8.34821494,20.7481693,-8.57627952,-0.0789250843,-7.81601214,9.46348923,-7.9114503,13.9004088,-8.05218676,17.9826114,-8.27390219,20.7483309,-8.49907833
4786.30092,-0.0864119622,-8.18296564,9.45598119,-8.3422027,13.8928658,-8.50143776,17.9750042,-8.74028106,20.7406459,-8.97910584,-0.0864114447,-8.18296566,9.45600807,-8.28812756,13.8929262,-8.436549,17.9751156,-8.66931338,20.7408085,-8.90538033
5011.87234,-0.0946060167,-8.56639268,9.44779196,-8.73314444,13.884675,-8.89989417,17.9667987,-9.15000861,20.7324112,-9.40010239,-0.0946053192,-8.5663927,9.44781971,-8.68150307,13.8847363,-8.83792598,17.966911,-9.08223547,20.7325747,-9.32969618
5248.0746,-0.103572897,-8.96697905,9.43883034,-9.14160113,13.8757115,-9.31622114,17.9578191,-9.57814003,20.7233995,-9.84003583,-0.103572035,-8.96697907,9.43885888,-9.09228399,13.8757736,-9.25704208,17.9579323,-9.51341768,20.7235639,-9.77279958
5495.40874,-0.113383664,-9.38542897,9.42902528,-9.56829392,13.8659043,-9.75115679,17.9479942,-10.0254389,20.7135393,-10.2996951,-0.113382653,-9.38542898,9.42905454,-9.52119641,13.8659673,-9.69464134,17.9481082,-9.96363003,20.7137045,-10.2354862
5754.39937,-0.124115555,-9.82246406,9.41829958,-10.0139623,13.8551763,-10.2054583,17.9372465,-10.492689,20.7027529,-10.7798907,-0.124114407,-9.82246407,9.4183295,-9.96898446,13.8552399,-10.1514866,17.9373613,-10.4336626,20.7029188,-10.7185729
6025.59586,-0.135852447,-10.2788221,9.4065694,-10.4793626,13.8434434,-10.6799009,17.9254921,-10.9806935,20.6909558,-11.2814536,-0.135851175,-10.2788221,9.40659992,-10.4364091,13.8435077,-10.6283584,17.9256075,-10.9243243,20.6911224,-11.2228969
6309.57344,-0.14868535,-10.7552556,9.39374376,-10.9652669,13.8306148,-11.1752761,17.9126396,-11.4902734,20.6780564,-11.805234,-0.148683964,-10.7552556,9.39377484,-10.9242467,13.8306796,-11.1260535,17.9127556,-11.4364418,20.6782236,-11.7493143
6606.93448,-0.162712909,-11.2525298,9.37972407,-11.472461,13.8165916,-11.6923902,17.8985902,-12.0222656,20.6639553,-12.3520997,-0.162711419,-11.2525298,9.37975564,-11.433287,13.8166571,-11.6453831,17.8987068,-11.9708575,20.664123,-12.2986982
6918.30971,-0.178041931,-11.7714202,9.36440353,-12.0017421,13.8012672,-12.2320619,17.8832368,-12.5775212,20.6485449,-12.9229338,-0.178040347,-11.7714202,9.36443557,-11.9643311,13.8013331,-12.1871706,17.8833538,-12.5284275,20.6487132,-12.8719374
7244.3596,-0.194787921,-12.3127103,9.3476667,-12.5539161,13.784526,-12.7951198,17.8664634,-13.1569027,20.631709,-13.5186326,-0.194786251,-12.3127103,9.34769915,-12.5181889,13.7845923,-12.7522492,17.8665809,-13.1100192,20.6318777,-13.469933
7585.77575,-0.213075627,-12.8771881,9.32938884,-13.1297947,13.7662431,-13.3823994,17.848145,-13.7612809,20.6133216,-14.1401024,-0.213073879,-12.8771881,9.32942168,-13.0956755,13.7663098,-13.3414584,17.848263,-13.7165083,20.6134908,-14.0935964
7943.28235,-0.233039589,-13.4656422,9.30943547,-13.7301916,13.7462839,-13.9947391,17.8281466,-14.3915317,20.5932472,-14.7882563,-0.233037769,-13.4656422,9.30946865,-13.697608,13.7463511,-13.9556409,17.828265,-14.348775,20.5934168,-14.7438452
8317.63771,-0.254824678,-14.0788579,9.28766173,-14.3559181,13.7245036,-14.6329764,17.8063228,-15.0485318,20.5713396,-15.4640098,-0.254822792,-14.0788579,9.28769523,-14.324801,13.7245711,-14.5956381,17.8064415,-15.0077003,20.5715095,-15.4215994
8709.6359,-0.278586623,-14.717612,9.26391192,-15.0077785,13.7007463,-15.2979431,17.7825173,-15.7331538,20.5474417,-16.1682765,-0.278584678,-14.717612,9.26394572,-14.9780619,13.7008141,-15.2622855,17.7826363,-15.6941609,20.547612,-16.1277769
9120.10839,-0.304492518,-15.3826673,9.23801897,-15.6865643,13.6748447,-15.9904595,17.7565623,-16.4462614,20.5213848,-16.9019628,-0.304490518,-15.3826673,9.23805304,-15.6581851,13.6749128,-15.956407,17.7566817,-16.4090244,20.5215554,-16.8632882
9549.92586,-0.332721279,-16.0747662,9.20980398,-16.3930482,13.6466198,-16.7113285,17.7282781,-17.1887025,20.4929881,-17.665962,-0.33271923,-16.0747662,9.20983829,-16.3659463,13.6466881,-16.6788088,17.7283978,-17.1531424,20.493159,-17.6290302
10000,-0.363464063,-16.7946237,9.17907578,-17.127977,13.6158802,-17.4613286,17.6974728,-17.9613033,20.4620586,-18.4611471,-0.363461969,-16.7946237,9.17911032,-17.1020949,13.6159488,-17.4302728,17.6975926,-17.9273447,20.4622297,-18.4258799
