frecuencia_hz,partida_g1_db,partida_g1_fase_grados,partida_g3_db,partida_g3_fase_grados,partida_g5_db,partida_g5_fase_grados,partida_g8_db,partida_g8_fase_grados,partida_g11_db,partida_g11_fase_grados,simple_g1_db,simple_g1_fase_grados,simple_g3_db,simple_g3_fase_grados,simple_g5_db,simple_g5_fase_grados,simple_g8_db,simple_g8_fase_grados,simple_g11_db,simple_g11_fase_grados
10471.2855,-0.396924603,-17.5429196,9.14563065,-17.8920638,13.5824219,-18.2412064,17.6639414,-18.7648602,20.42839,-19.2883641,-0.396922467,-17.5429196,9.14566539,-17.8673467,13.5824908,-18.2115486,17.6640615,-18.7324311,20.4285614,-19.2546866
10964.782,-0.433319462,-18.32029,9.10925199,-18.6859798,13.5460282,-19.0516679,17.6274663,-19.6001314,20.3917633,-20.1484233,-0.433317289,-18.32029,9.10928692,-18.6623751,13.5460972,-19.0233452,17.6275867,-19.569163,20.391935,-20.1162642
11481.5362,-0.47287818,-19.1273178,9.06971021,-19.5103445,13.506469,-19.8933695,17.5878167,-20.4678284,20.3519461,-21.0420904,-0.472875973,-19.1273178,9.06974531,-19.4878022,13.5065382,-19.8663218,17.5879372,-20.438255,20.3521179,-21.0113814
12022.6443,-0.51584328,-19.9645225,9.02676272,-20.3657162,13.4635014,-20.7669079,17.5447483,-21.3686054,20.3086923,-21.970077,-0.515841042,-19.9645225,9.02679799,-20.3441885,13.4635709,-20.7410779,17.5448691,-21.3403644,20.3088643,-21.940753
12589.2541,-0.562470121,-20.8323497,8.98015409,-21.2525809,13.4168696,-21.6728099,17.4980042,-22.3030497,20.261743,-22.9330298,-0.562467854,-20.8323497,8.9801895,-21.2320222,13.4169392,-21.6481427,17.4981252,-22.276081,20.2619152,-22.9050286
13182.5674,-0.613026568,-21.7311594,8.9296163,-22.1713413,13.3663051,-22.6115204,17.4473144,-23.2716696,20.210826,-23.93152,-0.613024275,-21.7311595,8.92965185,-22.1517079,13.3663748,-22.5879638,17.4474355,-23.2459162,20.2109984,-23.9047824
13803.8426,-0.66779245,-22.6612143,8.87486937,-23.1223046,13.3115272,-23.5833913,17.3923968,-24.2748837,20.1556566,-24.9660318,-0.667790133,-22.6612144,8.87490504,-23.1035549,13.3115971,-23.5608954,17.3925181,-24.2502909,20.1558292,-24.9405009
14454.3977,-0.727058785,-23.6226673,8.81562206,-24.1056707,13.2522442,-24.5886694,17.3329577,-25.3130081,20.0959386,-26.03695,-0.727056447,-23.6226673,8.81565786,-24.0877648,13.2523143,-24.5671863,17.3330791,-25.2895238,20.0961113,-26.0125718
15135.6125,-0.791126744,-24.615549,8.75157296,-25.1215193,13.1881539,-25.6274834,17.2686929,-26.386245,20.0313646,-27.1445486,-0.791124385,-24.6155491,8.75160886,-25.1044195,13.188224,-25.6069678,17.2688144,-26.3638194,20.0315374,-27.1212714
15848.9319,-0.860306329,-25.6397557,8.68241173,-26.1697984,13.118945,-26.6998328,17.199289,-27.49467,19.9616177,-28.2889783,-0.860303953,-25.6397558,8.68244773,-26.1534682,13.1190153,-26.680241,17.1994107,-27.4732555,19.9617907,-28.2667527
16595.8691,-0.934914762,-26.6950369,8.60782077,-27.2503114,13.0442991,-27.8055749,17.1244248,-28.6382208,19.886373,-29.4702552,-0.934912369,-26.6950369,8.60785687,-27.2347163,13.0443695,-27.7868654,17.1245467,-28.6177721,19.8865461,-29.4490342
17378.0083,-1.01527455,-27.780984,8.52747711,-28.3627066,12.963892,-28.9444144,17.0437736,-29.8166857,19.8052993,-30.6882496,-1.01527214,-27.7809841,8.5275133,-28.3478135,12.9639625,-28.9265476,17.0438955,-29.7971594,19.8054726,-30.6679881
18197.0086,-1.10171123,-28.8970202,8.44105466,-29.5064663,12.8773964,-30.1158929,16.9570047,-31.0296939,19.7180615,-31.9426758,-1.10170881,-28.8970202,8.44109093,-29.4922436,12.877467,-30.0988308,16.9571268,-31.0110486,19.718235,-31.923331
19054.6072,-1.19455085,-30.0423908,8.34822675,-30.6808982,12.7844842,-31.3193797,16.8637865,-32.2767062,19.6243227,-33.2330836,-1.19454841,-30.0423908,8.34826309,-30.6673157,12.7845549,-31.3030862,16.8639087,-32.2589025,19.6244962,-33.2146145
19952.6231,-1.29411705,-31.2161565,8.24866897,-31.8851279,12.6848295,-32.5540653,16.7637891,-33.5570086,19.523747,-34.5588513,-1.29411461,-31.2161565,8.24870539,-31.8721568,12.6849003,-32.5385059,16.7639114,-33.5400087,19.5239206,-34.5412187
20892.9613,-1.40072801,-32.4171881,8.14206231,-33.1180943,12.5781114,-33.8189562,16.6566873,-34.8697071,19.4160029,-35.9191809,-1.40072556,-32.4171882,8.1420988,-33.1057071,12.5781823,-33.8040978,16.6568097,-34.8534749,19.4161766,-35.9023475
21877.6162,-1.51469307,-33.6441642,8.02809645,-34.3785468,12.4640177,-35.1128723,16.5421639,-36.2137253,19.300766,-37.3130956,-1.5146906,-33.6441642,8.028133,-34.3667174,12.4640886,-35.0986835,16.5422864,-36.1982266,19.3009399,-37.2970259
22908.6765,-1.63630918,-34.8955709,7.90647332,-35.6650462,12.3422479,-36.434448,16.4199131,-37.5878057,19.1777229,-38.739441,-1.6363067,-34.895571,7.90650994,-35.6537494,12.342319,-36.4208987,16.4200358,-37.5730074,19.1778969,-38.7241008
23988.3292,-1.76585732,-36.1697064,7.77691071,-36.975968,12.2125175,-37.7821357,16.2896444,-38.9905127,19.0465742,-40.1968882,-1.76585484,-36.1697065,7.77694738,-36.9651798,12.2125887,-37.7691972,16.2897671,-38.9763837,19.0467482,-40.182245
25118.8643,-1.90359884,-37.4646874,7.63914587,-38.3095099,12.074561,-39.154213,16.1510856,-40.4202408,18.9070384,-41.6839416,-1.90359635,-37.4646875,7.63918261,-38.2992075,12.0746322,-39.1418579,16.1512084,-40.406751,18.9072125,-41.6699646
26302.6799,-2.04977182,-38.7784601,7.49293918,-39.6637025,11.9281356,-40.548794,16.0039868,-41.8752249,18.7588552,-43.1989498,-2.04976932,-38.7784602,7.49297597,-39.6538639,11.9282069,-40.536996,16.0041097,-41.8623459,18.7590293,-43.1856093
27542.287,-2.20458768,-40.1088144,7.3380775,-41.0364236,11.773025,-41.9638433,15.8481236,-43.3535552,18.6017887,-44.7401198,-2.20458518,-40.1088145,7.33811434,-41.0270282,11.7730964,-41.9525776,15.8482466,-43.3412597,18.6019629,-44.7273875
28840.315,-2.36822798,-41.4534019,7.1743774,-42.4254167,11.6090421,-43.3971947,15.6833002,-44.8531955,18.4356307,-46.305535,-2.36822547,-41.453402,7.1744143,-42.4164445,11.6091136,-43.3864373,15.6834233,-44.8414575,18.435805,-46.2933842
30199.5172,-2.54084158,-42.8097568,7.00168796,-43.8283117,11.4360319,-44.8465719,15.5093521,-46.3720042,18.2602033,-47.8931769,-2.54083907,-42.8097569,7.00172491,-43.8197436,11.4361035,-44.8363,15.5094753,-46.3607987,18.2603776,-47.8815817
31622.7766,-2.72254228,-44.1753202,6.81989316,-45.2426492,11.2538741,-46.3096132,15.3261486,-47.9077587,18.0753607,-49.5009487,-2.72253977,-44.1753203,6.81993015,-45.2344671,11.2539457,-46.2998052,15.3262718,-47.8970621,18.075535,-49.4898847
33113.1121,-2.91340692,-45.5474662,6.62891372,-46.6659074,11.0624847,-47.7838984,15.1335943,-49.4581825,17.8809915,-51.1267023,-2.9134044,-45.5474663,6.62895076,-46.6580939,11.0625563,-47.7745334,15.1337176,-49.4479722,17.8811659,-51.116146
34673.685,-3.11347412,-46.9235307,6.42870841,-48.0955301,10.8618171,-49.266977,14.9316303,-51.0209737,17.6770195,-52.7682665,-3.11347159,-46.9235308,6.42874549,-48.0880688,10.8618888,-49.2580351,14.9317537,-51.0112281,17.6771938,-52.7581957
36307.8055,-3.32274362,-48.3008402,6.21927466,-49.5289569,10.6518634,-50.7563979,14.7202352,-52.5938346,17.463404,-54.4234766,-3.32274109,-48.3008403,6.21931178,-49.5218319,10.6519351,-50.7478603,14.7203586,-52.584533,17.4635783,-54.4138699
38018.9396,-3.5411763,-49.6767418,6.00064855,-50.9636525,10.4326534,-52.2497401,14.4994243,-54.1745021,17.2401399,-56.0902041,-3.54117377,-49.6767419,6.00068571,-50.9568487,10.4327252,-52.2415886,14.4995477,-54.1656249,17.2403142,-56.0810412
39810.7171,-3.76869484,-51.0486327,5.77290416,-52.3971369,10.2042546,-53.7446419,14.2692492,-55.7607775,17.0072566,-57.7663863,-3.7686923,-51.0486328,5.77294135,-52.3906398,10.2043265,-53.7368594,14.2693727,-55.7523058,17.0074308,-57.7576479
41686.9383,-4.00518496,-52.4139884,5.53615222,-53.8270135,9.9667707,-55.23883,14.0297964,-57.350555,16.7648163,-59.4500547,-4.00518243,-52.4139885,5.53618945,-53.8208095,9.96684261,-55.2313999,14.0299199,-57.342471,16.7649904,-59.4417222
43651.5832,-4.25049738,-53.7703892,5.29053829,-55.2509963,9.72033944,-56.7301464,13.7811851,-58.9418489,16.5129122,-61.1393611,-4.25049484,-53.7703893,5.29057555,-55.2450721,9.72041138,-56.723053,13.7813086,-58.9341355,16.5130862,-61.131417
45708.819,-4.50445014,-55.1155442,5.03624028,-56.666934,9.46513034,-58.2165728,13.5235646,-60.5328182,16.2516654,-62.8326017,-4.5044476,-55.1155443,5.03627757,-56.6612771,9.46520232,-58.2098011,13.523688,-60.525459,16.2518392,-62.8250292
47863.0092,-4.76683147,-56.4473126,4.77346561,-58.0728315,9.20134175,-59.6962525,13.2571112,-62.1217878,15.981222,-64.5282381,-4.76682893,-56.4473127,4.77350293,-58.0674299,9.20141376,-59.6897882,13.2572346,-62.1147673,15.9813956,-64.521021
50118.7234,-5.03740298,-57.7637216,4.502448,-59.4668683,8.92919752,-61.1675089,12.9820252,-63.7072673,15.7017492,-66.2249142,-5.03740043,-57.7637218,4.50248535,-59.4617106,8.92926956,-61.1613383,12.9821486,-63.7005706,15.7019225,-66.2180373
52480.746,-5.31590307,-59.062981,4.223444,-60.8474135,8.64894349,-62.6288603,12.6985265,-65.2879652,15.4134318,-67.9214706,-5.31590053,-59.0629812,4.22348137,-60.8424888,8.64901556,-62.6229704,12.6986499,-65.2815782,15.4136049,-67.9149193
54954.0874,-5.60205059,-60.3434937,3.93672934,-62.2130364,8.36084377,-64.0790314,12.4068515,-66.8628005,15.116468,-69.6169538,-5.60204805,-60.3434939,3.93676673,-62.2083342,8.36091585,-64.0734095,12.4069748,-66.8567096,15.1166407,-69.6107143
57543.9937,-5.89554842,-61.6038633,3.64259524,-63.5625147,8.06517693,-65.5169608,12.1072484,-68.4309095,14.811065,-71.3106227,-5.89554588,-61.6038635,3.64263266,-63.5580251,8.06524902,-65.5115952,12.1073715,-68.4251018,14.8112374,-71.3046816
60255.9586,-6.19608715,-62.8428978,3.34134473,-64.8948384,7.76223226,-66.9418059,11.7999736,-69.9916499,14.4974355,-73.0019503,-6.1960846,-62.842898,3.34138217,-64.8905518,7.76230436,-66.9366851,11.8000967,-69.9861132,14.4976075,-72.996295
63095.7344,-6.50334858,-64.0596103,3.03328909,-66.2092108,7.45230607,-68.3529433,11.485288,-71.5446014,14.1757929,-74.6906225,-6.50334603,-64.0596105,3.03332654,-66.2051182,7.45237816,-68.3480566,11.4854109,-71.5393239,14.1759644,-74.685241
66069.3448,-6.81700907,-65.2532165,2.71874441,-67.5050469,7.13569815,-69.7499676,11.1634528,-73.0895623,13.846348,-76.3765334,-6.81700651,-65.2532167,2.71878187,-67.5011396,7.13577023,-69.7453046,11.1635755,-73.0845328,13.846519,-76.3714141
69183.0971,-7.13674265,-66.4231303,2.39802844,-68.7819686,6.8127085,-71.1326866,10.8347263,-74.626545,13.5093049,-78.0597771,-7.13674009,-66.4231305,2.39806592,-68.7782383,6.81278057,-71.1282374,10.8348488,-74.6217528,13.5094753,-78.054909
72443.596,-7.4622239,-67.5689565,2.07145767,-70.0397983,6.48363426,-72.5011148,10.4993604,-76.1557673,13.1648579,-79.7406375,-7.46222134,-67.5689568,2.07149516,-70.0362371,6.4837063,-72.49687,10.4994827,-76.1512022,13.1650276,-79.7360102
75857.7575,-7.79313046,-68.6904824,1.73934466,-71.2785508,6.14876689,-73.8554652,10.1575978,-77.6776432,12.8131882,-81.4195754,-7.7931279,-68.6904826,1.73938215,-71.2751511,6.1488389,-73.8514157,10.1577199,-77.6732955,12.8133572,-81.4151789
79432.8235,-8.12914531,-69.7876674,1.40199575,-72.4984231,5.80838975,-75.196139,9.80966912,-79.1927712,12.454461,-83.0972134,-8.12914275,-69.7876677,1.40203325,-72.4951778,5.80846171,-75.1922763,9.80979088,-79.1886316,12.4546292,-83.0930382
83176.3771,-8.46995867,-70.8606326,1.05970904,-73.6997844,5.46277585,-76.5237155,9.45579033,-80.7019212,12.0888234,-84.7743196,-8.46995611,-70.8606329,1.05974654,-73.6966866,5.46284776,-76.5200314,9.45591177,-80.6979809,12.0889907,-84.7703566
87096.359,-8.81526964,-71.9096487,0.712772629,-74.8831647,5.11218601,-77.8389399,9.0961609,-82.2060211,11.7164019,-86.4517898,-8.81526708,-71.909649,0.71281013,-74.8802078,5.11225786,-77.8354266,9.09628199,-82.2022717,11.7165682,-86.4480303
91201.0839,-9.16478748,-72.9351242,0.361463261,-76.049243,4.7568672,-79.1427117,8.73096175,-83.7061419,11.3373008,-88.1306284,-9.16478492,-72.9351245,0.36150076,-76.0464207,4.75693898,-79.1393617,8.73108244,-83.7025755,11.337466,-88.1270641
95499.2586,-9.51823268,-73.9375939,0.00604511807,-77.198836,4.3970512,-80.4360726,8.36035366,-85.2034832,10.9516007,-89.8119288,-9.51823012,-73.9375942,0.00608261179,-77.1961424,4.39712289,-80.4328788,8.36047391,-85.2000919,10.9517648,-89.8085518
100000,-9.87533771,-74.9177065,-0.353231062,-78.3328867,4.03295348,-81.7201945,7.98447601,-86.6993569,10.5593577,-91.4968532,-9.87533515,-74.9177068,-0.353193575,-78.330316,4.03302508,-81.7171502,7.98459577,-86.6961335,10.5595204,-91.4936558
104712.855,-10.2358476,-75.876214,-0.716128663,-79.4524536,3.6647723,-82.9963675,7.6034456,-88.1951728,10.160602,-93.1866114,-10.235845,-75.8762143,-0.716091187,-79.4500004,3.66484379,-82.9934662,7.60356483,-88.1921103,10.1607633,-93.1835865
109647.82,-10.5995201,-76.8139606,-1.08242568,-80.5586998,3.29268797,-84.2659891,7.21735583,-89.692422,9.75533832,-94.8824405,-10.5995176,-76.813961,-1.08238821,-80.5563589,3.29275935,-84.2632245,7.21747447,-89.6895138,9.75549816,-94.8795812
114815.362,-10.9661263,-77.7318727,-1.45191501,-81.6528837,2.91686232,-85.5305523,6.82627597,-91.1926621,9.34354524,-96.5855835,-10.9661237,-77.7318731,-1.45187756,-81.6506502,2.91693355,-85.5279187,6.82639397,-91.1899018,9.34370346,-96.5828831
120226.443,-11.3354498,-78.6309494,-1.82440465,-82.7363498,2.53743822,-86.7916363,6.43025071,-92.6975011,8.92517566,-98.2972684,-11.3354472,-78.6309498,-1.82436722,-82.7342188,2.53750931,-86.789128,6.43036801,-92.6948827,8.92533213,-98.2947204
125892.541,-11.7072875,-79.5122542,-2.19971771,-83.8105199,2.15453934,-88.0508957,6.02929982,-94.2085822,8.50015737,-100.018688,-11.7072849,-79.5122547,-2.19968031,-83.808487,2.15461026,-88.0485073,6.02941635,-94.2060999,8.50031196,-100.016286
131825.674,-12.0814486,-80.3769073,-2.57769241,-84.8768865,1.76826983,-89.3100517,5.62341799,-95.7275683,8.06839399,-101.750977,-12.0814461,-80.3769077,-2.57765504,-84.8749474,1.76834056,-89.3077781,5.62353369,-95.7252165,8.06854657,-101.748716
138038.426,-12.4577548,-81.2260783,-2.95818193,-85.937005,1.37871422,-90.5708827,5.21257487,-97.2561264,7.62976623,-103.495197,-12.4577522,-81.2260788,-2.95814458,-85.9351555,1.37878475,-90.5687191,5.21268968,-97.2538999,7.62991665,-103.493071
144543.977,-12.8360394,-82.0609806,-3.34105425,-86.9924884,0.985937282,-91.8352164,4.79671527,-98.7959126,7.1841335,-105.252313,-12.8360369,-82.0609811,-3.34101694,-86.9907246,0.986007583,-91.8331582,4.79682911,-98.7938064,7.18428163,-105.250316
151356.125,-13.2161474,-82.8828658,-3.72619196,-88.0450018,0.58998395,-93.1049212,4.37575947,-100.348556,6.73133588,-107.023179,-13.2161448,-82.8828663,-3.72615469,-88.0433199,0.590054003,-93.102964,4.37587225,-100.346566,6.73148157,-107.021305
158489.319,-13.5979344,-83.6930193,-4.11349205,-89.0962574,0.190879271,-94.381899,3.94960378,-101.915646,6.27119644,-108.808516,-13.5979318,-83.6930198,-4.11345482,-89.094654,0.190949053,-94.3800384,3.94971542,-101.913766,6.27133953,-108.806761
165958.691,-13.9812665,-84.4927566,-4.50286566,-90.1480114,-0.211371631,-95.668077,3.51812124,-103.49871,5.80352385,-110.608903,-13.9812639,-84.4927571,-4.50282848,-90.146483,-0.211302147,-95.6663091,3.51823166,-103.496937,5.8036642,-110.607262
173780.083,-14.3660197,-85.28342,-4.89423791,-91.2020596,-0.61678358,-96.9654006,3.08116261,-105.099209,5.32811541,-112.424762,-14.3660171,-85.2834206,-4.89420078,-91.2006029,-0.616714421,-96.9637216,3.08127172,-105.097538,5.32825287,-112.423229
181970.086,-14.7520792,-86.0663765,-5.28754767,-92.2602352,-1.02539136,-98.2758262,2.63855745,-106.718513,4.84476028,-114.256342,-14.7520766,-86.0663771,-5.2875106,-92.2588471,-1.02532255,-98.2742325,2.63866515,-106.716939,4.84489471,-114.254914
190546.072,-15.139339,-86.8430155,-5.68274742,-93.3244059,-1.4372497,-99.6013134,2.19011556,-108.357889,4.35324309,-116.10372,-15.1393364,-86.8430161,-5.68271042,-93.3230836,-1.43718128,-99.5998013,2.19022177,-108.356409,4.35337433,-116.10239
199526.231,-15.5277013,-87.6147478,-6.07980312,-94.3964721,-1.85243327,-100.943817,1.73562864,-110.01849,3.85334767,-117.966785,-15.5276988,-87.6147485,-6.07976619,-94.3952126,-1.85236527,-100.942384,1.73573324,-110.017101,3.85347559,-117.96555
208929.613,-15.9170762,-88.3830051,-6.47869411,-95.478365,-2.27103664,-102.305281,1.27487218,-111.701338,3.34486109,-119.845245,-15.9170736,-88.3830058,-6.47865726,-95.4771656,-2.2709691,-102.303923,1.27497508,-111.700035,3.34498554,-119.844101
218776.162,-16.3073807,-89.1492391,-6.87941306,-96.5720447,-2.69317418,-103.687627,0.807607708,-113.40731,2.82757768,-121.738625,-16.3073781,-89.1492399,-6.8793763,-96.570903,-2.69310712,-103.686341,0.807708797,-113.40609,2.82769855,-121.737566
229086.765,-16.6985388,-89.9149223,-7.28196599,-97.6794996,-3.1189799,-105.092751,0.333585286,-115.137132,2.3013032,-123.646268,-16.6985363,-89.9149231,-7.28192932,-97.6784131,-3.11891338,-105.091534,0.333684464,-115.135991,2.30142037,-123.645291
239883.292,-17.0904808,-90.6815481,-7.68637229,-98.8027443,-3.5486073,-106.522507,-0.147453693,-116.89136,1.76585888,-125.567352,-17.0904783,-90.681549,-7.68633572,-98.8017107,-3.54854136,-106.521356,-0.147356533,-116.890295,1.76597223,-125.566453
251188.643,-17.4831428,-91.4506324,-8.09266485,-99.9438188,-3.98222903,-107.978705,-0.63577343,-118.670382,1.22108531,-127.500899,-17.4831402,-91.4506333,-8.0926284,-99.9428358,-3.98216371,-107.977618,-0.63567839,-118.669389,1.22119475,-127.500072
263026.799,-17.8764663,-92.2237143,-8.50089017,-101.104787,-4.42003649,-109.463098,-1.13164037,-120.474404,0.666846158,-129.445791,-17.8764637,-92.2237152,-8.50085385,-101.103852,-4.41997183,-109.462073,-1.13154756,-120.47348,0.666951614,-129.445033
275422.87,-18.270398,-93.0023582,-8.9111086,-102.287735,-4.86223928,-110.977372,-1.63531966,-122.303449,0.103031447,-131.400793,-18.2703954,-93.0023592,-8.91107242,-102.286847,-4.86217534,-110.976405,-1.63522917,-122.302593,0.103132849,-131.4001
288403.15,-18.6648894,-93.7881558,-9.32339452,-103.494771,-5.30906451,-112.523134,-2.14707138,-124.157361,-0.470439546,-133.364576,-18.6648869,-93.7881568,-9.32335848,-103.493928,-5.30900134,-112.522224,-2.1469833,-124.156567,-0.470342249,-133.363944
301995.172,-19.0598965,-94.5827283,-9.73783662,-104.72802,-5.76075587,-114.101905,-2.66714668,-126.035799,-1.05361594,-135.335744,-19.059894,-94.5827293,-9.73780075,-104.72722,-5.76069353,-114.101049,-2.66706111,-126.035065,-1.05352278,-135.33517
316227.766,-19.4553793,-95.3877292,-10.1545382,-105.989627,-6.21757257,-115.715106,-3.19578387,-127.93825,-1.64651349,-137.312865,-19.4553767,-95.3877303,-10.1545026,-105.988868,-6.21751111,-115.714302,-3.1957009,-127.937573,-1.64642449,-137.312344
331131.121,-19.8513017,-96.2048474,-10.5736177,-107.281749,-6.67978794,-117.364048,-3.73320456,-129.864039,-2.24911348,-139.294497,-19.8512992,-96.2048485,-10.5735822,-107.281029,-6.67972741,-117.363295,-3.73312426,-129.863417,-2.24902862,-139.294026
346736.85,-20.2476315,-97.03581,-10.9952085,-108.606556,-7.14768786,-119.049924,-4.27960985,-131.812341,-2.86136226,-141.279226,-20.2476289,-97.0358112,-10.9951732,-108.605873,-7.14762833,-119.049218,-4.27953229,-131.811769,-2.86128154,-141.2788
363078.055,-20.6443397,-97.8823864,-11.4194599,-109.966224,-7.62156888,-120.773796,-4.83517685,-133.782196,-3.48317153,-143.26569,-20.6443372,-97.8823876,-11.4194248,-109.965577,-7.62151041,-120.773136,-4.83510208,-133.781673,-3.4830949,-143.265307
380189.396,-21.0414009,-98.7463918,-11.8465371,-111.362934,-8.10173602,-122.536588,-5.40005541,-135.772538,-4.11441924,-145.252618,-21.0413983,-98.7463931,-11.8465023,-111.362323,-8.10167867,-122.535972,-5.39998349,-135.77206,-4.11434665,-145.252275
398107.171,-21.4387926,-99.6296918,-12.2766216,-112.798869,-8.58850037,-124.339077,-5.97436537,-137.782212,-4.75495114,-147.238853,-21.43879,-99.6296931,-12.2765871,-112.798291,-8.5884442,-124.338503,-5.97429634,-137.781777,-4.75488252,-147.238547
416869.383,-21.8364954,-100.534207,-12.7099115,-114.276203,-9.08217634,-126.181891,-6.55819425,-139.810007,-5.4045829,-149.223386,-21.8364929,-100.534208,-12.7098772,-114.275657,-9.08212141,-126.181357,-6.55812814,-139.809612,-5.40451817,-149.223113
436515.832,-22.2344932,-101.461916,-13.1466215,-115.7971,-9.58307867,-128.0655,-7.15159551,-141.854682,-6.06310276,-151.205372,-22.2344906,-101.461917,-13.1465876,-115.796586,-9.58302504,-128.065005,-7.15153232,-141.854325,-6.06304182,-151.20513
457088.19,-22.6327725,-102.414865,-13.5869835,-117.363708,-10.0915192,-129.990219,-7.75458749,-143.915003,-6.73027454,-153.184162,-22.6327699,-102.414866,-13.5869499,-117.363223,-10.091467,-129.989761,-7.75452723,-143.914681,-6.73021728,-153.183948
478630.092,-23.0313229,-103.395169,-14.0312463,-118.978148,-10.6078036,-131.956208,-8.367153,-145.98977,-7.40584103,-155.159315,-23.0313203,-103.39517,-14.031213,-118.977691,-10.6077528,-131.955785,-8.36709567,-145.98948,-7.40578733,-155.159126
501187.234,-23.4301372,-104.40502,-14.4796753,-120.642511,-11.1322277,-133.963475,-8.9892396,-148.077854,-8.08952754,-157.130616,-23.4301346,-104.405022,-14.4796425,-120.642081,-11.1321783,-133.963085,-8.98918517,-148.077594,-8.08947728,-157.130451
524807.46,-23.8292111,-105.446694,-14.9325529,-122.358848,-11.6650739,-136.011889,-9.62076059,-150.178228,-8.78104565,-159.098089,-23.8292085,-105.446696,-14.9325205,-122.358445,-11.6650261,-136.011531,-9.62070901,-150.177996,-8.78099869,-159.097944
549540.874,-24.2285437,-106.522558,-15.3901777,-124.129164,-12.206608,-138.101188,-10.2615966,-152.290001,-9.48009693,-161.062004,-24.2285412,-106.52256,-15.3901457,-124.128787,-12.2065617,-138.10086,-10.2615478,-152.289794,-9.48005313,-161.061878
575439.937,-24.6281377,-107.635076,-15.8528636,-125.955408,-12.7570754,-140.230997,-10.9115978,-154.412444,-10.1863767,-163.022882,-24.6281352,-107.635078,-15.8528321,-125.955055,-12.7570307,-140.230698,-10.9115518,-154.412261,-10.1863359,-163.022774
602559.586,-25.0279995,-108.786821,-16.3209399,-127.839464,-13.3166981,-142.400848,-11.5705868,-156.545022,-10.8995775,-164.981503,-25.027997,-108.786823,-16.3209089,-127.839134,-13.316655,-142.400575,-11.5705435,-156.544861,-10.8995396,-164.98141
630957.344,-25.4281399,-109.980479,-16.7947493,-129.783148,-13.8856719,-144.610201,-12.2383618,-158.687416,-11.6193929,-166.9389,-25.4281373,-109.980481,-16.7947188,-129.782841,-13.8856305,-144.609953,-12.2383212,-158.687275,-11.6193577,-166.938821
660693.448,-25.8285742,-111.218863,-17.2746472,-131.788196,-14.4641642,-146.858475,-12.9147002,-160.839545,-12.3455202,-168.896364,-25.8285716,-111.218866,-17.2746173,-131.78791,-14.4641245,-146.858251,-12.914662,-160.839422,-12.3454876,-168.896297
691830.971,-26.229323,-112.504924,-17.761,-133.856261,-15.0523118,-149.145078,-13.5993623,-163.001586,-13.077664,-170.855436,-26.2293205,-112.504926,-17.7609707,-133.855996,-15.0522738,-149.144876,-13.5993266,-163.001479,-13.0776338,-170.85538
724435.96,-26.6304133,-113.841757,-18.2541835,-135.988909,-15.6502199,-151.469436,-14.2920958,-165.173987,-13.8155386,-172.817907,-26.6304108,-113.84176,-18.2541548,-135.988663,-15.6501836,-151.469255,-14.2920624,-165.173894,-13.8155108,-172.817861
758577.575,-27.0318788,-115.23262,-18.7545806,-138.187612,-16.2579616,-153.831033,-14.9926397,-167.357482,-14.558871,-174.785812,-27.0318763,-115.232623,-18.7545526,-138.187385,-16.257927,-153.830872,-14.9926086,-167.357402,-14.5588453,-174.785774
794328.235,-27.4337613,-116.680945,-19.2625795,-140.453753,-16.8755781,-156.229445,-15.7007287,-169.553098,-15.3074027,-176.761424,-27.4337587,-116.680948,-19.2625523,-140.453544,-16.8755452,-156.229301,-15.7006998,-169.553031,-15.307379,-176.761394
831763.771,-27.836112,-118.19035,-19.7785714,-142.788626,-17.5030794,-158.664375,-16.4160973,-171.762166,-16.0608923,-178.747253,-27.8361095,-118.190353,-19.7785448,-142.788434,-17.5030482,-158.664248,-16.4160704,-171.76211,-16.0608705,-178.74723
870963.59,-28.2389932,-119.764659,-20.3029476,-145.19344,-18.1404465,-161.135695,-17.138484,-173.98632,-16.8191175,179.253961,-28.2389907,-119.764662,-20.3029218,-145.193265,-18.1404171,-161.135583,-17.1384591,-173.986273,-16.8190974,179.253978
912010.839,-28.6424802,-121.407917,-20.8360977,-147.669328,-18.7876338,-163.643477,-17.8676354,-176.227502,-17.5818767,177.239253,-28.6424777,-121.40792,-20.8360728,-147.669168,-18.787606,-163.643379,-17.8676124,-176.227464,-17.5818584,177.239265
954992.586,-29.0466633,-123.124408,-21.3784072,-150.217362,-19.4445722,-166.188031,-18.6033104,-178.487966,-18.3489914,175.205432,-29.0466608,-123.124411,-21.378383,-150.217217,-19.444546,-166.187946,-18.6032891,-178.487935,-18.3489745,175.205438
1000000,-29.4516511,-124.918674,-21.9302548,-152.838565,-20.1111733,-168.769938,-19.3452837,179.229726,-19.1203073,173.149083,-29.4516486,-124.918678,-21.9302315,-152.838434,-20.1111487,-168.769865,-19.345264,179.22975,-19.1202919,173.149085
