frecuencia_hz,carga_1meg_cable_300pf_db,carga_1meg_cable_600pf_db,carga_10k_cable_300pf_db,carga_10k_cable_600pf_db
12.3026877,-0.108658502,-0.108583901,-7.08341859,-7.08340362
12.5892541,-0.108653791,-0.108575674,-7.08347749,-7.08346181
12.8824955,-0.108648858,-0.108567059,-7.08353916,-7.08352274
13.1825674,-0.108643692,-0.108558039,-7.08360373,-7.08358654
13.4896288,-0.108638283,-0.108548593,-7.08367134,-7.08365335
13.8038426,-0.108632619,-0.108538702,-7.08374214,-7.0837233
14.1253754,-0.108626689,-0.108528345,-7.08381628,-7.08379655
14.4543977,-0.108620478,-0.1085175,-7.08389391,-7.08387325
14.7910839,-0.108613975,-0.108506143,-7.0839752,-7.08395356
15.1356125,-0.108607166,-0.108494252,-7.08406031,-7.08403765
15.4881662,-0.108600036,-0.1084818,-7.08414943,-7.08412571
15.8489319,-0.108592569,-0.108468761,-7.08424276,-7.08421792
16.218101,-0.108584751,-0.108455108,-7.08434048,-7.08431447
16.5958691,-0.108576564,-0.108440811,-7.0844428,-7.08441556
16.9824365,-0.108567991,-0.10842584,-7.08454994,-7.08452142
17.3780083,-0.108559015,-0.108410164,-7.08466213,-7.08463227
17.7827941,-0.108549615,-0.108393749,-7.0847796,-7.08474833
18.1970086,-0.108539772,-0.10837656,-7.08490261,-7.08486986
18.6208714,-0.108529466,-0.108358561,-7.08503141,-7.08499712
19.0546072,-0.108518673,-0.108339714,-7.08516627,-7.08513037
19.498446,-0.108507372,-0.108319979,-7.08530749,-7.0852699
19.9526231,-0.108495539,-0.108299313,-7.08545535,-7.08541599
20.4173794,-0.108483147,-0.108277674,-7.08561018,-7.08556897
20.8929613,-0.108470172,-0.108255014,-7.0857723,-7.08572915
21.3796209,-0.108456585,-0.108231287,-7.08594206,-7.08589687
21.8776162,-0.108442358,-0.108206441,-7.08611981,-7.08607249
22.3872114,-0.10842746,-0.108180425,-7.08630592,-7.08625638
22.9086765,-0.10841186,-0.108153182,-7.0865008,-7.08644893
23.4422882,-0.108395525,-0.108124655,-7.08670486,-7.08665055
23.9883292,-0.10837842,-0.108094783,-7.08691852,-7.08686165
24.5470892,-0.108360509,-0.108063504,-7.08714224,-7.08708269
25.1188643,-0.108341754,-0.10803075,-7.08737649,-7.08731414
25.7039578,-0.108322115,-0.107996453,-7.08762177,-7.08755649
26.3026799,-0.10830155,-0.107960539,-7.08787859,-7.08781024
26.915348,-0.108280016,-0.107922933,-7.0881475,-7.08807593
27.542287,-0.108257466,-0.107883554,-7.08842907,-7.08835413
28.1838293,-0.108233855,-0.107842318,-7.08872389,-7.08864542
28.840315,-0.10820913,-0.10779914,-7.08903257,-7.08895041
29.5120923,-0.10818324,-0.107753926,-7.08935579,-7.08926976
30.1995172,-0.10815613,-0.107706581,-7.08969421,-7.08960413
30.9029543,-0.108127742,-0.107657004,-7.09004855,-7.08995424
31.6227766,-0.108098016,-0.107605091,-7.09041956,-7.09032081
32.3593657,-0.108066889,-0.107550731,-7.09080802,-7.09070463
33.1131121,-0.108034295,-0.107493808,-7.09121475,-7.0911065
33.8844156,-0.108000164,-0.107434203,-7.09164061,-7.09152727
34.673685,-0.107964425,-0.107371788,-7.09208649,-7.09196782
35.4813389,-0.107927002,-0.10730643,-7.09255334,-7.09242909
36.3078055,-0.107887815,-0.107237993,-7.09304214,-7.09291205
37.1535229,-0.10784678,-0.107166329,-7.09355392,-7.09341771
38.0189396,-0.107803812,-0.107091287,-7.09408975,-7.09394714
38.9045145,-0.107758818,-0.107012708,-7.09465076,-7.09450145
39.8107171,-0.107711704,-0.106930425,-7.09523813,-7.09508181
40.7380278,-0.107662369,-0.106844264,-7.0958531,-7.09568944
41.6869383,-0.107610708,-0.106754041,-7.09649696,-7.09632561
42.6579519,-0.107556613,-0.106659565,-7.09717106,-7.09699167
43.6515832,-0.107499968,-0.106560635,-7.09787682,-7.097689
44.6683592,-0.107440652,-0.106457041,-7.09861572,-7.09841908
45.708819,-0.107378541,-0.106348565,-7.09938931,-7.09918344
46.7735141,-0.107313502,-0.106234974,-7.10019921,-7.09998368
47.8630092,-0.107245398,-0.106116029,-7.10104711,-7.10082147
48.9778819,-0.107174083,-0.105991476,-7.1019348,-7.10169858
50.1187234,-0.107099407,-0.105861052,-7.10286413,-7.10261683
51.2861384,-0.107021211,-0.105724478,-7.10383704,-7.10357815
52.480746,-0.106939329,-0.105581467,-7.10485557,-7.10458455
53.7031796,-0.106853587,-0.105431712,-7.10592185,-7.10563813
54.9540874,-0.106763803,-0.105274898,-7.1070381,-7.10674109
56.2341325,-0.106669787,-0.10511069,-7.10820665,-7.10789573
57.5439937,-0.106571339,-0.10493874,-7.10942994,-7.10910446
58.8843655,-0.10646825,-0.104758683,-7.11071051,-7.11036979
60.2559586,-0.106360302,-0.104570137,-7.11205102,-7.11169437
61.6595002,-0.106247265,-0.1043727,-7.11345427,-7.11308093
63.0957344,-0.106128899,-0.104165954,-7.11492317,-7.11453237
64.5654229,-0.106004953,-0.103949459,-7.11646076,-7.1160517
66.0693448,-0.105875163,-0.103722756,-7.11807024,-7.11764206
67.6082975,-0.105739255,-0.103485362,-7.11975492,-7.11930675
69.1830971,-0.10559694,-0.103236774,-7.12151831,-7.12104922
70.7945784,-0.105447915,-0.102976463,-7.12336403,-7.12287305
72.443596,-0.105291864,-0.102703876,-7.1252959,-7.12478203
74.1310241,-0.105128456,-0.102418434,-7.1273179,-7.12678007
75.8577575,-0.104957344,-0.10211953,-7.12943418,-7.12887129
77.6247117,-0.104778164,-0.101806529,-7.1316491,-7.13106
79.4328235,-0.104590536,-0.101478765,-7.13396719,-7.13335067
81.2830516,-0.10439406,-0.101135541,-7.1363932,-7.13574801
83.1763771,-0.104188321,-0.100776128,-7.1389321,-7.13825692
85.1138038,-0.103972881,-0.100399762,-7.14158907,-7.14088252
87.096359,-0.103747282,-0.100005641,-7.14436951,-7.14363016
89.1250938,-0.103511045,-0.0995929276,-7.14727909,-7.14650544
91.2010839,-0.103263667,-0.099160744,-7.15032371,-7.1495142
93.3254301,-0.103004624,-0.0987081705,-7.15350953,-7.15266252
95.4992586,-0.102733365,-0.098234244,-7.15684299,-7.15595678
97.7237221,-0.102449313,-0.0977379558,-7.16033081,-7.15940362
100,-0.102151865,-0.0972182497,-7.16398001,-7.16300999
102.329299,-0.101840388,-0.0966740191,-7.16779792,-7.16678311
104.712855,-0.10151422,-0.0961041052,-7.17179216,-7.17073056
107.151931,-0.101172668,-0.0955072942,-7.17597071,-7.17486021
109.64782,-0.100815006,-0.094882315,-7.1803419,-7.17918029
112.201845,-0.100440472,-0.0942278359,-7.18491438,-7.18369937
114.815362,-0.100048271,-0.0935424622,-7.18969721,-7.18842641
117.489755,-0.0996375683,-0.0928247332,-7.19469981,-7.19337074
120.226443,-0.0992074897,-0.0920731187,-7.19993201,-7.19854207
123.026877,-0.0987571205,-0.0912860159,-7.20540405,-7.20395053
125.892541,-0.0982855022,-0.090461746,-7.21112661,-7.2096067
128.824955,-0.0977916313,-0.0895985502,-7.21711079,-7.21552157
131.825674,-0.0972744565,-0.0886945866,-7.22336819,-7.22170659
134.896288,-0.0967328766,-0.0877479253,-7.22991084,-7.2281737
138.038426,-0.0961657385,-0.0867565449,-7.2367513,-7.23493531
141.253754,-0.0955718344,-0.0857183277,-7.24390262,-7.24200434
144.543977,-0.0949498992,-0.0846310554,-7.25137838,-7.24939424
147.910839,-0.0942986079,-0.0834924038,-7.2591927,-7.257119
151.356125,-0.0936165725,-0.0822999382,-7.26736027,-7.26519314
154.881662,-0.0929023393,-0.081051108,-7.27589635,-7.27363178
158.489319,-0.0921543857,-0.0797432405,-7.28481678,-7.28245063
162.18101,-0.0913711166,-0.078373536,-7.29413804,-7.29166598
165.958691,-0.0905508615,-0.0769390609,-7.30387722,-7.30129477
169.824365,-0.0896918702,-0.0754367415,-7.31405205,-7.31135457
173.780083,-0.0887923095,-0.0738633572,-7.32468094,-7.32186362
177.827941,-0.0878502592,-0.0722155333,-7.33578295,-7.33284082
181.970086,-0.0868637076,-0.0704897337,-7.34737788,-7.34430576
186.208714,-0.0858305473,-0.068682253,-7.35948619,-7.35627875
190.546072,-0.0847485709,-0.0667892079,-7.3721291,-7.36878081
194.98446,-0.0836154655,-0.0648065292,-7.38532854,-7.3818337
199.526231,-0.0824288083,-0.062729952,-7.39910723,-7.39545993
204.173794,-0.0811860609,-0.0605550068,-7.41348862,-7.40968278
208.929613,-0.0798845639,-0.0582770089,-7.42849695,-7.42452628
213.796209,-0.0785215311,-0.0558910482,-7.44415724,-7.44001528
218.776162,-0.0770940432,-0.0533919779,-7.46049533,-7.4561754
223.872114,-0.0755990415,-0.0507744031,-7.47753784,-7.47303306
229.086765,-0.0740333211,-0.0480326682,-7.49531219,-7.4906155
234.422882,-0.0723935237,-0.0451608443,-7.51384665,-7.50895079
239.883292,-0.0706761306,-0.0421527156,-7.53317025,-7.52806777
245.470892,-0.0688774541,-0.0390017649,-7.55331289,-7.54799613
251.188643,-0.0669936302,-0.0357011589,-7.57430524,-7.56876636
257.039578,-0.0650206093,-0.0322437323,-7.5961788,-7.59040978
263.026799,-0.0629541474,-0.0286219709,-7.61896585,-7.61295847
269.15348,-0.0607897967,-0.0248279946,-7.64269945,-7.63644533
275.42287,-0.0585228953,-0.0208535387,-7.66741346,-7.66090404
281.838293,-0.056148557,-0.0166899341,-7.69314246,-7.68636901
288.40315,-0.0536616603,-0.0123280877,-7.71992178,-7.71287543
295.120923,-0.0510568363,-0.00775846,-7.74778743,-7.74045916
301.995172,-0.0483284571,-0.00297104271,-7.77677614,-7.76915678
309.029543,-0.0454706228,0.00204466524,-7.80692522,-7.7990055
316.227766,-0.0424771477,0.00729968311,-7.83827264,-7.83004315
323.593657,-0.0393415464,0.012805575,-7.87085688,-7.86230815
331.131121,-0.036057019,0.0185744782,-7.90471696,-7.89583943
338.844156,-0.0326164349,0.0246191326,-7.93989236,-7.9306764
346.73685,-0.0290123167,0.0309529129,-7.97642293,-7.96685888
354.813389,-0.0252368227,0.037589861,-8.0143489,-8.00442708
363.078055,-0.0212817283,0.0445447218,-8.05371074,-8.04342147
371.535229,-0.0171384069,0.0518329803,-8.09454914,-8.08388276
380.189396,-0.0127978094,0.0594709007,-8.13690489,-8.1258518
389.045145,-0.00825044296,0.0674755686,-8.18081884,-8.16936952
398.107171,-0.00348634801,0.0758649346,-8.22633178,-8.21447681
407.380278,0.00150492539,0.0846578617,-8.27348437,-8.26121447
416.869383,0.00673434281,0.0938741744,-8.32231703,-8.30962309
426.579519,0.012213412,0.103534712,-8.37286986,-8.35974297
436.515832,0.0179542112,0.113661383,-8.4251825,-8.41161398
446.683592,0.0239694183,0.124277227,-8.47929407,-8.46527551
457.08819,0.0302723426,0.135406476,-8.53524303,-8.52076633
467.735141,0.036876958,0.14707462,-8.59306709,-8.57812447
478.630092,0.0437979374,0.159308485,-8.65280306,-8.63738715
489.778819,0.0510506905,0.172136298,-8.71448679,-8.6985906
501.187234,0.0586514025,0.185587779,-8.77815301,-8.76177002
512.861384,0.0666170756,0.199694221,-8.84383523,-8.82695941
524.80746,0.0749655734,0.214488584,-8.91156564,-8.89419148
537.031796,0.0837156668,0.230005593,-8.98137497,-8.96349755
549.540874,0.0928870842,0.246281843,-9.05329242,-9.03490739
562.341325,0.102500563,0.263355913,-9.12734551,-9.10844918
575.439937,0.112577907,0.281268485,-9.20356001,-9.18414937
588.843655,0.123142042,0.300062473,-9.28195984,-9.26203257
602.559586,0.134217083,0.31978316,-9.36256694,-9.34212148
616.595002,0.145828398,0.340478352,-9.44540124,-9.42443681
630.957344,0.15800268,0.36219853,-9.53048054,-9.50899717
645.654229,0.170768021,0.384997028,-9.61782047,-9.595819
660.693448,0.184153997,0.408930214,-9.70743438,-9.68491655
676.082975,0.19819175,0.43405769,-9.79933334,-9.77630175
691.830971,0.212914079,0.460442508,-9.89352606,-9.86998424
707.945784,0.228355543,0.4881514,-9.99001886,-9.96597127
724.43596,0.244552561,0.517255032,-10.0888157,-10.0642677
741.310241,0.261543525,0.547828272,-10.1899179,-10.164876
758.577575,0.279368921,0.579950488,-10.2933248,-10.2677962
776.247117,0.298071457,0.613705867,-10.3990327,-10.3730259
794.328235,0.317696201,0.64918376,-10.507036,-10.4805603
812.830516,0.338290727,0.686479064,-10.6173266,-10.5903923
831.763771,0.359905279,0.725692633,-10.7298937,-10.7025123
851.138038,0.382592933,0.766931729,-10.8447247,-10.8169085
870.96359,0.406409792,0.81031051,-10.9618044,-10.933567
891.250938,0.431415175,0.855950576,-11.0811156,-11.0524713
912.010839,0.457671836,0.903981555,-11.2026388,-11.1736031
933.254301,0.485246194,0.954541754,-11.3263526,-11.2969421
954.992586,0.514208583,1.00777887,-11.4522336,-11.4224658
977.237221,0.544633523,1.06385079,-11.5802566,-11.55015
1000,0.576600015,1.12292644,-11.7103945,-11.6799687
1023.29299,0.610191855,1.18518675,-11.8426187,-11.8118942
1047.12855,0.645497988,1.25082576,-11.9768989,-11.9458973
1071.51931,0.682612878,1.32005173,-12.1132035,-12.0819473
1096.4782,0.721636925,1.39308853,-12.2514994,-12.2200122
1122.01845,0.762676909,1.47017706,-12.3917524,-12.3600587
1148.15362,0.805846488,1.55157691,-12.5339271,-12.5020526
1174.89755,0.851266728,1.63756819,-12.6779873,-12.6459584
1202.26443,0.899066697,1.72845362,-12.8238958,-12.7917401
1230.26877,0.949384116,1.82456078,-12.9716146,-12.9393606
1258.92541,1.00236607,1.92624479,-13.121105,-13.0887823
1288.24955,1.05816978,2.03389122,-13.2723281,-13.2399672
1318.25674,1.11696351,2.14791944,-13.4252441,-13.3928767
1348.96288,1.1789275,2.26878639,-13.5798132,-13.5474719
1380.38426,1.24425502,2.39699091,-13.7359954,-13.7037138
1412.53754,1.31315359,2.53307861,-13.8937503,-13.8615632
1445.43977,1.38584627,2.67764743,-14.0530377,-14.020981
1479.10839,1.46257317,2.83135409,-14.2138174,-14.181928
1513.56125,1.54359305,2.99492129,-14.3760492,-14.3443654
1548.81662,1.62918518,3.16914612,-14.5396934,-14.5082545
1584.89319,1.71965143,3.35490954,-14.7047103,-14.6735568
1621.8101,1.8153186,3.55318725,-14.8710608,-14.8402346
1659.58691,1.91654101,3.76506211,-15.038706,-15.0082502
1698.24365,2.02370351,3.99173804,-15.2076076,-15.1775669
1737.80083,2.13722488,4.23455568,-15.3777279,-15.3481481
1778.27941,2.25756157,4.49500962,-15.5490297,-15.5199583
1819.70086,2.38521218,4.77476671,-15.7214765,-15.6929624
1862.08714,2.52072233,5.07568483,-15.8950323,-15.8671261
1905.46072,2.66469045,5.39982997,-16.0696621,-16.0424161
1949.8446,2.81777422,5.74948856,-16.2453313,-16.2187996
1995.26231,2.98069814,6.12716831,-16.4220064,-16.3962448
2041.73794,3.15426208,6.53557632,-16.5996546,-16.5747208
2089.29613,3.33935122,6.97755353,-16.7782436,-16.7541975
2137.96209,3.53694741,7.45592852,-16.9577425,-16.934646
2187.76162,3.74814221,7.97322449,-17.1381208,-17.1160381
2238.72114,3.97415186,8.531103,-17.319349,-17.2983466
2290.86765,4.21633425,9.12934266,-17.5013985,-17.4815452
2344.22882,4.47620794,9.76402046,-17.6842416,-17.665609
2398.83292,4.75547328,10.4244027,-17.8678513,-17.8505135
2454.70892,5.05603487,11.0880044,-18.0522018,-18.0362357
2511.88643,5.38002424,11.7138428,-18.2372678,-18.2227534
2570.39578,5.72982018,12.2362595,-18.4230252,-18.4100454
2630.26799,6.10806147,12.5668108,-18.6094505,-18.5980916
2691.5348,6.51764265,12.6155297,-18.7965213,-18.7868728
2754.2287,6.96167491,12.3312717,-18.9842159,-18.9763711
2818.38293,7.44337967,11.7320656,-19.1725136,-19.1665692
2884.0315,7.96585511,10.8938384,-19.3613944,-19.3574513
2951.20923,8.53160739,9.90996512,-19.5508391,-19.5490021
3019.95172,9.14165218,8.85871999,-19.7408296,-19.7412078
3090.29543,9.79384916,7.79292983,-19.9313484,-19.9340552
3162.27766,10.4799265,6.74343717,-20.1223788,-20.1275324
3235.93657,11.1804739,5.72611714,-20.3139049,-20.3216284
3311.31121,11.8574736,4.74781291,-20.5059117,-20.5163332
3388.44156,12.4459678,3.81030572,-20.6983848,-20.7116376
3467.3685,12.8521221,2.91270951,-20.8913107,-20.9075339
3548.13389,12.9718655,2.05284019,-21.0846766,-21.1040148
3630.78055,12.7361399,1.22797261,-21.2784705,-21.3010744
3715.35229,12.1532062,0.435246567,-21.4726809,-21.4987075
3801.89396,11.3031095,-0.328124194,-21.6672973,-21.6969102
3890.45145,10.2907852,-1.06475212,-21.8623097,-21.8956792
3981.07171,9.20503148,-1.77703547,-22.0577089,-22.0950125
4073.80278,8.10502764,-2.46714965,-22.2534864,-22.2949089
4168.69383,7.02447752,-3.13705488,-22.4496344,-22.4953683
4265.79519,5.98010591,-3.7885114,-22.6461455,-22.6963914
4365.15832,4.97866878,-4.42309777,-22.8430134,-22.8979799
4466.83592,4.02150721,-5.04222951,-23.0402321,-23.1001367
4570.8819,3.10721407,-5.64717701,-23.2377964,-23.3028655
4677.35141,2.2331142,-6.23908191,-23.4357017,-23.506171
4786.30092,1.39605798,-6.81897196,-23.633944,-23.7100588
4897.78819,0.592832293,-7.38777415,-23.8325201,-23.9145356
5011.87234,-0.179637399,-7.9463263,-24.0314272,-24.1196091
5128.61384,-0.924197349,-8.49538727,-24.2306633,-24.3252879
5248.0746,-1.64343521,-9.03564587,-24.430227,-24.5315818
5370.31796,-2.33968018,-9.56772864,-24.6301173,-24.7385012
5495.40874,-3.01501776,-10.0922067,-24.8303341,-24.9460579
5623.41325,-3.6713109,-10.6096016,-25.0308778,-25.1542644
5754.39937,-4.31022271,-11.1203907,-25.2317495,-25.3631345
5888.43655,-4.93323883,-11.6250117,-25.4329507,-25.5726828
6025.59586,-5.54168804,-12.1238667,-25.6344838,-25.782925
6165.95002,-6.13676099,-12.6173257,-25.8363517,-25.9938778
6309.57344,-6.71952671,-13.1057297,-26.0385578,-26.2055589
6456.54229,-7.29094722,-13.5893936,-26.2411064,-26.417987
6606.93448,-7.8518902,-14.0686084,-26.4440022,-26.631182
6760.82975,-8.40314006,-14.543644,-26.6472507,-26.8451644
6918.30971,-8.94540764,-15.0147502,-26.850858,-27.0599563
7079.45784,-9.4793385,-15.4821593,-27.0548307,-27.2755804
7244.3596,-10.0055203,-15.9460873,-27.2591765,-27.4920604
7413.10241,-10.524489,-16.4067351,-27.4639032,-27.7094213
7585.77575,-11.0367346,-16.8642901,-27.6690197,-27.9276888
7762.47117,-11.5427059,-17.3189271,-27.8745354,-28.1468898
7943.28235,-12.0428148,-17.7708094,-28.0804604,-28.367052
8128.30516,-12.5374399,-18.2200897,-28.2868057,-28.5882042
8317.63771,-13.02693,-18.6669109,-28.4935828,-28.8103761
8511.38038,-13.5116067,-19.1114069,-28.700804,-29.0335982
8709.6359,-13.9917675,-19.5537033,-28.9084824,-29.257902
8912.50938,-14.4676872,-19.9939179,-29.1166317,-29.4833199
9120.10839,-14.9396211,-20.4321613,-29.3252666,-29.709885
9332.54301,-15.4078056,-20.8685375,-29.5344023,-29.9376314
9549.92586,-15.8724608,-21.3031444,-29.744055,-30.1665937
9772.37221,-16.3337913,-21.736074,-29.9542416,-30.3968074
10000,-16.7919876,-22.1674131,-30.1649798,-30.6283086
10232.9299,-17.2472277,-22.5972434,-30.3762882,-30.8611341
10471.2855,-17.6996776,-23.0256419,-30.5881862,-31.0953211
10715.1931,-18.1494924,-23.4526816,-30.8006939,-31.3309074
10964.782,-18.5968174,-23.8784309,-31.0138325,-31.5679313
11220.1845,-19.0417885,-24.3029548,-31.2276238,-31.8064312
11481.5362,-19.4845331,-24.7263145,-31.4420907,-32.046446
11748.9755,-19.9251709,-25.1485681,-31.6572568,-32.2880147
12022.6443,-20.3638141,-25.5697703,-31.8731466,-32.5311766
12302.6877,-20.8005683,-25.9899731,-32.0897855,-32.7759707
12589.2541,-21.2355326,-26.4092256,-32.3071998,-33.0224363
12882.4955,-21.6688004,-26.8275742,-32.5254167,-33.2706121
13182.5674,-22.1004596,-27.2450632,-32.7444641,-33.520537
13489.6288,-22.530593,-27.6617342,-32.9643711,-33.7722491
13803.8426,-22.9592787,-28.0776269,-33.1851674,-34.0257863
