tiempo_s,entrada_v,entrada_pcm1808_v,riel_positivo_v,riel_negativo_v,entrada_no_inversora_v,salida_etapa_a_v,salida_etapa_b_v
0.00204219798,0.393063322,2.86730771,8.9824393,0,4.88419948,7.41581069,7.35881212
0.00204430238,0.412168792,2.87709621,8.98245409,0,4.90329648,7.41974103,7.36864641
0.00204717645,0.438145015,2.88535455,8.98247364,0,4.92926049,7.42427029,7.37696748
0.0020521425,0.482687215,2.89290534,8.98250497,0,4.97377984,7.43052472,7.38462697
0.0020571425,0.527059096,2.89666623,8.9825338,0,5.01812649,7.43547458,7.38849751
0.0020621425,0.570910833,2.89893869,8.98256067,0,5.06195079,7.43952067,7.39087973
0.0020671425,0.61419915,2.90048019,8.98258603,0,5.1052095,7.44287341,7.39253107
0.0020721425,0.656881327,2.90166189,8.98260996,0,5.14785992,7.44571307,7.39382266
0.0020771425,0.698915241,2.9025926,8.98263241,0,5.18985996,7.44814262,7.3948633
0.0020821425,0.74025941,2.90334687,8.98265337,0,5.23116818,7.45023234,7.39572752
0.0020871425,0.780873032,2.90396253,8.98267274,0,5.2717438,7.45203345,7.39645317
0.0020921425,0.820716027,2.90446718,8.98269048,0,5.31154679,7.45358413,7.39706783
0.0020971425,0.859749075,2.90487879,8.98270651,0,5.35053787,7.45491317,7.39758947
0.0021021425,0.897933654,2.90521089,8.98272077,0,5.38867855,7.4560427,7.39803161
0.0021071425,0.93523208,2.90547335,8.98273321,0,5.42593119,7.45698973,7.39840412
0.0021121425,0.971607546,2.90567365,8.98274376,0,5.46225903,7.45776743,7.39871448
0.0021171425,1.00702415,2.90581749,8.9827524,0,5.49762622,7.45838582,7.39896839
0.0021221425,1.04144695,2.90590915,8.98275908,0,5.53199786,7.45885243,7.39917012
0.0021271425,1.07484196,2.90595185,8.98276378,0,5.56534003,7.45917251,7.39932289
0.0021321425,1.10717623,2.90594782,8.98276646,0,5.59761982,7.45934949,7.39942893
0.0021371425,1.13841786,2.90589969,8.9827673,0,5.62880537,7.45939833,7.39949088
0.0021421425,1.168536,2.90581639,8.98276729,0,5.65886591,7.45939477,7.39951765
0.0021471425,1.19750094,2.90571443,8.98276731,0,5.68777178,7.45939554,7.39952576
0.0021521425,1.22528409,2.9056067,8.98276731,0,5.71549444,7.45939534,7.39952809
0.0021571425,1.25185803,2.90549745,8.98276731,0,5.74200654,7.45939537,7.39952889
0.0021621425,1.27719654,2.90538759,8.98276732,0,5.76728192,7.45939537,7.39952909
0.0021671425,1.30127461,2.90527763,8.98276732,0,5.79129562,7.45939535,7.39952918
0.0021721425,1.32406848,2.90516759,8.98276732,0,5.81402396,7.45939536,7.39952919
0.0021771425,1.34555566,2.90505756,8.98276732,0,5.8354445,7.45939534,7.3995292
0.0021821425,1.36571493,2.90494752,8.98276732,0,5.8555361,7.45939535,7.39952919
0.0021871425,1.38452641,2.90483749,8.98276732,0,5.87427894,7.45939533,7.3995292
0.0021921425,1.40197153,2.90472745,8.98276732,0,5.89165451,7.45939533,7.39952919
0.0021971425,1.41803307,2.90461743,8.98276732,0,5.90764568,7.45939532,7.39952919
0.0022021425,1.43269518,2.9045074,8.98276732,0,5.92223665,7.45939532,7.39952919
0.0022071425,1.4459434,2.90439739,8.98276732,0,5.93541304,7.4593953,7.39952919
0.0022121425,1.45776464,2.90428737,8.98276732,0,5.94716183,7.45939531,7.39952918
0.0022171425,1.46814725,2.90417736,8.98276732,0,5.95747143,7.45939529,7.39952919
0.0022221425,1.47708097,2.90406735,8.98276732,0,5.96633167,7.4593953,7.39952918
0.0022271425,1.484557,2.90395735,8.98276732,0,5.97373381,7.45939528,7.39952918
0.0022321425,1.49056794,2.90384735,8.98276732,0,5.97967054,7.45939528,7.39952918
0.0022371425,1.49510787,2.90373736,8.98276732,0,5.98413599,7.45939527,7.39952918
0.0022421425,1.49817231,2.90362737,8.98276732,0,5.98712577,7.45939527,7.39952917
0.0022471425,1.49975824,2.90351739,8.98276732,0,5.98863693,7.45939525,7.39952918
0.0022521425,1.49986409,2.9034074,8.98276732,0,5.98866797,7.45939526,7.39952917
0.0022571425,1.49848975,2.90329743,8.98276733,0,5.98721885,7.45939524,7.39952917
0.0022621425,1.49563658,2.90318745,8.98276733,0,5.98429103,7.45939524,7.39952917
0.0022671425,1.4913074,2.90307749,8.98276733,0,5.97988737,7.45939523,7.39952917
0.0022721425,1.48550648,2.90296752,8.98276733,0,5.97401223,7.45939523,7.39952916
0.0022771425,1.47823955,2.90285756,8.98276733,0,5.96667141,7.45939522,7.39952917
0.0022821425,1.46951377,2.9027476,8.98276733,0,5.95787215,7.45939522,7.39952916
0.0022871425,1.45933776,2.90263765,8.98276733,0,5.94762313,7.4593952,7.39952916
0.0022921425,1.44772156,2.9025277,8.98276733,0,5.93593447,7.45939521,7.39952916
0.0022971425,1.43467663,2.90241776,8.98276733,0,5.92281771,7.45939519,7.39952916
0.0023021425,1.42021585,2.90230782,8.98276733,0,5.90828579,7.45939519,7.39952916
0.0023071425,1.40435348,2.90219789,8.98276733,0,5.89235305,7.45939518,7.39952916
0.0023121425,1.38710519,2.90208795,8.98276733,0,5.87503522,7.45939518,7.39952915
0.0023171425,1.368488,2.90197803,8.98276733,0,5.85634938,7.45939517,7.39952915
0.0023221425,1.34852027,2.9018681,8.98276733,0,5.83631398,7.45939517,7.39952915
0.0023271425,1.32722172,2.90175819,8.98276733,0,5.81494879,7.45939515,7.39952915
0.0023321425,1.30461336,2.90164827,8.98276733,0,5.79227489,7.45939515,7.39952915
0.0023371425,1.2807175,2.90153836,8.98276733,0,5.76831466,7.45939514,7.39952915
0.0023421425,1.25555773,2.90142845,8.98276733,0,5.74309176,7.45939514,7.39952914
0.0023471425,1.22915887,2.90131855,8.98276733,0,5.71663106,7.45939513,7.39952915
0.0023521425,1.20154698,2.90120865,8.98276733,0,5.68895868,7.45939513,7.39952914
0.0023571425,1.17274932,2.90109876,8.98276733,0,5.66010194,7.45939512,7.39952914
0.0023621425,1.14279428,2.90098887,8.98276734,0,5.63008931,7.45939512,7.39952914
0.0023671425,1.11171145,2.90087815,8.9827672,0,5.59895041,7.45938508,7.39952831
0.0023721425,1.0795315,2.90075912,8.98276597,0,5.56671597,7.45929191,7.39951915
0.0023771425,1.04628618,2.90061578,8.98276271,0,5.5334178,7.45905426,7.39948569
0.0023821425,1.01200829,2.90043437,8.98275746,0,5.49908877,7.45867233,7.39941415
0.0023871425,0.976731684,2.90020925,8.98275024,0,5.46376275,7.45814147,7.39929889
0.0023921425,0.940491157,2.89993776,8.98274107,0,5.4274746,7.45745561,7.39913725
0.0023971425,0.903322478,2.89961704,8.98273001,0,5.39026015,7.45660613,7.39892636
0.0024021425,0.86526233,2.89924365,8.98271709,0,5.3521561,7.45558167,7.3986628
0.0024071425,0.826348272,2.89881309,8.98270237,0,5.31320008,7.45436744,7.39834205
0.0024121425,0.786618707,2.89831941,8.98268592,0,5.27343052,7.45294428,7.39795817
0.0024171425,0.746112846,2.89775481,8.98266781,0,5.23288667,7.45128725,7.39750335
0.0024221425,0.704870661,2.89710894,8.9826481,0,5.19160854,7.44936361,7.39696722
0.0024271425,0.662932853,2.8963679,8.98262688,0,5.14963688,7.44712968,7.39633591
0.0024321425,0.620340811,2.89551264,8.98260424,0,5.1070131,7.44452579,7.39559034
0.0024371425,0.577136568,2.8945164,8.98258027,0,5.06377926,7.441468,7.39470376
0.0024421425,0.53336276,2.8933401,8.98255505,0,5.01997804,7.43783346,7.39363708
0.0024471425,0.489062588,2.89192399,8.98252866,0,4.97565265,7.43343275,7.39233055
0.0024521425,0.44427977,2.89017058,8.9825012,0,4.93084685,7.42795222,7.39068664
0.0024571425,0.399058502,2.88790571,8.9824727,0,4.88560485,7.42081774,7.3885312
0.0024621425,0.353443411,2.88477305,8.98244318,0,4.83997131,7.41080626,7.38550787
0.0024671425,0.307479514,2.87971339,8.98241249,0,4.79399124,7.39371228,7.38055739
0.00247003001,0.280794178,2.87470112,8.9823941,0,4.76729762,7.37451921,7.37560806
0.00247146455,0.267501717,2.87073148,8.98238477,0,4.75400133,7.35538923,7.37166964
0.00247217136,0.260944382,2.86794407,8.98238017,0,4.74744218,7.33756656,7.36889759
0.00247250941,0.257806311,2.86624379,8.982378,0,4.74430326,7.32335237,7.36720466
0.00247281463,0.254971951,2.8643538,8.98237613,0,4.74146814,7.30287301,7.36532129
0.00247309266,0.252389335,2.86214721,8.98237458,0,4.73888484,7.27164247,7.36312073
0.00247343989,0.249162854,2.8582051,8.98237291,0,4.73565751,7.21668831,7.35918614
0.00247364193,0.24728491,2.854964,8.98237201,0,4.73377908,7.18548244,7.35594942
0.00247382663,0.24556786,2.85106531,8.98237113,0,4.73206159,7.15950763,7.35205472
0.00247402142,0.243756517,2.84577718,8.98237012,0,4.73024978,7.13425544,7.34677079
0.00247425673,0.241568053,2.83737956,8.98236883,0,4.72806077,7.10588659,7.33837824
0.00247446882,0.239595043,2.8272552,8.98236767,0,4.72608726,7.08167885,7.32825843
0.00247469107,0.237527048,2.81422956,8.98236658,0,4.72401875,7.05720674,7.31523754
0.00247482143,0.236313822,2.8057453,8.98236604,0,4.72280523,7.04314887,7.30675606
0.00247494464,0.235166971,2.79759968,8.98236562,0,4.72165809,7.03000475,7.29861306
0.00247507327,0.233969607,2.78928345,8.98236527,0,4.72046044,7.01639627,7.29029955
0.00247521389,0.232660469,2.78041973,8.98236499,0,4.71915098,7.00162189,7.28143879
0.00247535353,0.231360158,2.77171434,8.98236478,0,4.71785036,6.98702992,7.27273633
0.00247551068,0.229896668,2.76186548,8.98236462,0,4.71638651,6.97068078,7.26289077
0.00247569264,0.228201916,2.75032135,8.9823645,0,4.71469136,6.95181997,7.25135044
0.00247594177,0.225880934,2.73420466,8.98236439,0,4.71236983,6.92607535,7.23523892
0.00247629267,0.222610962,2.71082915,8.98236432,0,4.7090991,6.88990792,7.21187066
0.00247665491,0.219234165,2.68583967,8.98236429,0,4.70572153,6.85263122,7.18688858
0.00247716965,0.214433814,2.64882321,8.98236427,0,4.7009201,6.79969809,7.14988252
0.00247768094,0.209663425,2.61046262,8.98236427,0,4.69614866,6.74712806,7.11153211
0.00247870352,0.200116205,2.52953575,8.98236427,0,4.68659942,6.64195416,7.03062515
0.00247973011,0.190523158,2.44351852,8.98236427,0,4.67700444,6.53630276,6.94462726
0.0024817833,0.171313683,2.26085835,8.98236427,0,4.6577914,6.32479227,6.76200368
0.00248512219,0.140015913,1.94381896,8.98236427,0,4.62648868,5.98028204,6.44501746
0.00248871479,0.106271516,1.58671198,8.98236427,0,4.59274012,5.60893313,6.08795853
0.00249371479,0.0592213346,1.07758886,8.98236427,0,4.54568617,5.09126694,5.57888587
0.00249871479,0.0121127091,0.562325062,8.98236427,0,4.49857613,4.57304445,5.06365313
0.00250371479,-0.0350078702,0.0450050937,8.98236427,0,4.45145649,4.05477421,4.54634467
0.00250871479,-0.082093901,-0.472811083,8.98236427,0,4.40437375,3.53695645,4.02852039
0.00251371479,-0.129098915,-0.990257488,8.98236427,0,4.35737438,3.02010564,3.51104627
0.00251871479,-0.175976524,-1.50675076,8.98236427,0,4.31050477,2.50472839,2.99450571
0.00252371479,-0.222680465,-2.02172494,8.98236427,0,4.26381116,1.99133538,2.4794647
0.00252565488,-0.240745766,-2.22099468,8.98236427,0,4.24575049,1.7930941,2.28016378
0.00252672021,-0.250650709,-2.32890744,8.98236427,0,4.23584824,1.69852178,2.17223266
0.00252731407,-0.256167181,-2.38666277,8.98236427,0,4.23033332,1.66892123,2.11446673
0.00252793395,-0.26192166,-2.44280721,8.98236427,0,4.22458049,1.6491936,2.05831095
0.0025286831,-0.268870856,-2.50420532,8.98236427,0,4.21763334,1.63321458,1.9968988
0.00252947219,-0.276184065,-2.56132421,8.98236427,0,4.21032234,1.62129668,1.93976476
0.00253081507,-0.288614066,-2.64252187,8.98236427,0,4.19789622,1.60721381,1.85854064
0.00253219479,-0.30136358,-2.70796116,8.98236427,0,4.18515088,1.59717264,1.79307338
0.00253318765,-0.310524366,-2.74565806,8.98236427,0,4.1759932,1.59157374,1.75535597
0.00253427448,-0.320538257,-2.7795261,8.98236427,0,4.16598282,1.5864865,1.72146519
0.00253513167,-0.32842581,-2.80136918,8.98236426,0,4.15809811,1.58304094,1.69960399
0.00253602253,-0.336613029,-2.82020654,8.98236426,0,4.14991392,1.57986965,1.68074765
0.00253780424,-0.35295557,-2.84811113,8.98236426,0,4.13357764,1.57447303,1.65280481
0.00253930431,-0.366680538,-2.86395904,8.98236426,0,4.11985818,1.57065658,1.63692444
0.00254092161,-0.381441575,-2.87585148,8.98236426,0,4.10510331,1.56709022,1.62499685
0.00254293479,-0.39976063,-2.88583919,8.98236426,0,4.08679226,1.56325422,1.61496519
0.00254567633,-0.424604019,-2.89435065,8.98236426,0,4.06196037,1.55883045,1.60639371
0.00254915214,-0.455919186,-2.90061178,8.98236426,0,4.03066075,1.55417914,1.60005628
0.00255415214,-0.500581255,-2.90548637,8.98236426,0,3.98602294,1.54878559,1.59507173
0.0025577468,-0.53238746,-2.9075669,8.98236426,0,3.95423555,1.54557359,1.59291205
0.00256115643,-0.562305887,-2.90895145,8.98236426,0,3.92433602,1.54293295,1.59145238
0.00256490902,-0.594934797,-2.91016654,8.98236426,0,3.89172908,1.54037652,1.59015457
0.00256925257,-0.632288024,-2.91126739,8.98236426,0,3.85440281,1.53779531,1.58895794
0.00257341665,-0.667656068,-2.91211715,8.98236426,0,3.81906211,1.53563757,1.58801633
0.00257753328,-0.702171866,-2.91281185,8.98236426,0,3.78457478,1.53375977,1.5872308
0.00258253328,-0.7434604,-2.91350818,8.98236426,0,3.74332272,1.53176928,1.58642412
0.00258753328,-0.784015228,-2.91407515,8.98236426,0,3.70280641,1.53005469,1.58574678
0.00259253328,-0.823796328,-2.91453728,8.98236426,0,3.66306584,1.52858048,1.58517426
0.00259753328,-0.862764441,-2.91491205,8.98236426,0,3.62414021,1.52731942,1.58468908
0.00260253328,-0.900881109,-2.91521168,8.98236426,0,3.58606795,1.52625098,1.58427904
0.00260753328,-0.938108716,-2.91544573,8.98236426,0,3.54888664,1.52535923,1.58393455
0.00261253328,-0.974410524,-2.91562094,8.98236426,0,3.51263295,1.524632,1.58364891
0.00261753328,-1.00975071,-2.91574288,8.98236426,0,3.47734268,1.52405998,1.58341653
0.00262253328,-1.04409439,-2.9158153,8.98236425,0,3.44305066,1.52363637,1.58323367
0.00262753328,-1.07740767,-2.91584138,8.98236425,0,3.40979071,1.52335644,1.58309713
0.00263253328,-1.10965768,-2.91582294,8.98236425,0,3.37759567,1.52321746,1.58300513
0.00263753328,-1.1408126,-2.9157637,8.98236425,0,3.34649731,1.52318797,1.58295392
0.00264253328,-1.17084167,-2.91567402,8.98236425,0,3.31652631,1.5231896,1.58293316
0.00264753328,-1.19971526,-2.91557019,8.98236425,0,3.28771227,1.5231846,1.58292654
0.00265253328,-1.22740488,-2.91546247,8.98236425,0,3.26008361,1.52318138,1.58292383
0.00265753328,-1.25388319,-2.91535373,8.98236425,0,3.2336676,1.52317789,1.58292213
0.00266253328,-1.27912408,-2.91524442,8.98236425,0,3.20849031,1.52317467,1.58292102
0.00266753328,-1.30310262,-2.9151351,8.98236425,0,3.18457658,1.52317158,1.58291992
0.00267253328,-1.32579516,-2.91502557,8.98236425,0,3.16195003,1.52316866,1.58291902
0.00267753328,-1.3471793,-2.9149161,8.98236425,0,3.14063297,1.5231659,1.58291808
0.00268253328,-1.36723394,-2.91480648,8.98236425,0,3.12064644,1.52316332,1.58291729
0.00268753328,-1.38593928,-2.91469692,8.98236425,0,3.10201017,1.52316089,1.58291645
0.00269253328,-1.40327687,-2.9145872,8.98236425,0,3.08474256,1.52315865,1.58291576
0.00269753328,-1.41922959,-2.91447754,8.98236425,0,3.06886064,1.52315658,1.58291502
0.00270253328,-1.43378171,-2.91436773,8.98236425,0,3.05438008,1.52315469,1.58291444
0.00270753328,-1.44691885,-2.91425796,8.98236425,0,3.04131518,1.52315298,1.58291381
0.00271253328,-1.45862806,-2.91414805,8.98236424,0,3.02967883,1.52315145,1.58291333
0.00271753328,-1.46889778,-2.91403819,8.98236424,0,3.01948251,1.5231501,1.58291282
0.00272253328,-1.47771788,-2.91392818,8.98236424,0,3.01073629,1.52314894,1.58291245
0.00272753328,-1.48507964,-2.91381821,8.98236424,0,3.0034488,1.52314795,1.58291204
0.00273253328,-1.49097581,-2.9137081,8.98236424,0,2.99762723,1.52314716,1.58291178
0.00273753328,-1.49540057,-2.91359803,8.98236424,0,2.99327732,1.52314655,1.58291149
0.00274253328,-1.49834955,-2.91348782,8.98236424,0,2.99040338,1.52314613,1.58291134
0.00274753328,-1.49981984,-2.91337764,8.98236424,0,2.98900823,1.52314589,1.58291116
0.00275253328,-1.49980999,-2.91326732,8.98236424,0,2.98909325,1.52314585,1.58291112
0.00275753328,-1.49832001,-2.91315704,8.98236424,0,2.99065836,1.52314599,1.58291106
0.00276253328,-1.49535136,-2.91304662,8.98236424,0,2.99370202,1.52314632,1.58291113
0.00276753328,-1.49090699,-2.91293623,8.98236424,0,2.99822121,1.52314683,1.58291119
0.00277253328,-1.48499127,-2.91282571,8.98236424,0,3.00421149,1.52314754,1.58291137
0.00277753328,-1.47761004,-2.91271521,8.98236424,0,3.01166694,1.52314842,1.58291154
0.00278253328,-1.46877059,-2.91260458,8.98236424,0,3.02058019,1.5231495,1.58291183
0.00278753328,-1.45848164,-2.91249398,8.98236424,0,3.03094247,1.52315076,1.58291211
0.00279253328,-1.44675334,-2.91238326,8.98236424,0,3.04274353,1.5231522,1.58291252
0.00279753328,-1.43359728,-2.91227255,8.98236423,0,3.05597174,1.52315382,1.58291291
0.00280253328,-1.41902642,-2.91216172,8.98236423,0,3.07061404,1.52315562,1.58291342
0.00280753328,-1.40305516,-2.91205091,8.98236423,0,3.08665597,1.5231576,1.58291393
0.00281253328,-1.38569925,-2.91193999,8.98236423,0,3.10408172,1.52315976,1.58291455
0.00281753328,-1.36697583,-2.91182908,8.98236423,0,3.12287407,1.52316209,1.58291516
0.00282253328,-1.34690336,-2.91171806,8.98236423,0,3.14301449,1.5231646,1.58291588
0.00282753328,-1.32550167,-2.91160705,8.98236423,0,3.1644831,1.52316727,1.5829166
0.00283253328,-1.30279186,-2.91149593,8.98236423,0,3.18725872,1.52317011,1.58291743
0.00283753328,-1.27879636,-2.91138483,8.98236423,0,3.21131885,1.52317311,1.58291825
0.00284253328,-1.25353883,-2.91127363,8.98236423,0,3.23663977,1.52317628,1.58291918
0.00284753328,-1.22704422,-2.91116243,8.98236423,0,3.26319649,1.5231796,1.5829201
0.00285253328,-1.19933866,-2.91105114,8.98236423,0,3.29096279,1.52318308,1.58292112
0.00285753328,-1.1704495,-2.91093986,8.98236423,0,3.31991127,1.52318671,1.58292214
0.00286253328,-1.14040525,-2.91082848,8.98236423,0,3.35001336,1.52319049,1.58292325
0.00286753328,-1.10923555,-2.91071673,8.98236423,0,3.38123937,1.52319976,1.58292475
0.00287253328,-1.07697118,-2.91059885,8.98236423,0,3.41355846,1.5232815,1.58293238
0.00287753328,-1.04364396,-2.91046035,8.98236423,0,3.44693875,1.52350188,1.58296063
0.00288253328,-1.00928679,-2.91028673,8.98236422,0,3.4813473,1.52386555,1.58302401
0.00288753328,-0.973933579,-2.91007162,8.98236422,0,3.51675014,1.52437559,1.58312888
0.00289253328,-0.937619212,-2.90981217,8.98236422,0,3.55311235,1.5250381,1.58327811
0.00289753328,-0.900379528,-2.90950561,8.98236422,0,3.59039802,1.52586127,1.58347446
0.00290253328,-0.862251278,-2.90914849,8.98236422,0,3.62857038,1.52685613,1.58372138
0.00290753328,-0.82327209,-2.90873646,8.98236422,0,3.66759174,1.528037,1.58402321
0.00291253328,-0.783480432,-2.90826364,8.98236422,0,3.7074236,1.52942253,1.58438587
0.00291753328,-0.742915573,-2.90772246,8.98236422,0,3.74802665,1.53103685,1.58481689
0.00292253328,-0.701617547,-2.90710274,8.98236422,0,3.78936081,1.53291168,1.58532649
0.00292753328,-0.659627108,-2.90639103,8.98236422,0,3.8313853,1.53508921,1.58592809
0.00293253328,-0.616985697,-2.90556882,8.98236422,0,3.87405865,1.53762685,1.58664022
0.00293753328,-0.573735396,-2.90461037,8.98236422,0,3.91733873,1.54060501,1.58748864
0.00294253328,-0.529918888,-2.90347813,8.98236422,0,3.96118285,1.54414073,1.58851087
0.00294753328,-0.485579413,-2.90211536,8.98236422,0,4.00554772,1.54841308,1.58976369
0.00295253328,-0.44076073,-2.9004301,8.98236422,0,4.05038957,1.55371559,1.59133906
0.00295753328,-0.395507069,-2.89826052,8.98236422,0,4.09566414,1.56057767,1.59339881
0.00296253328,-0.349863091,-2.895282,8.98236422,0,4.14132676,1.57010195,1.5962676
0.00296753328,-0.30387384,-2.89057665,8.98236422,0,4.18733235,1.58586526,1.60086337
0.00297102918,-0.271538222,-2.88472367,8.98236421,0,4.21967803,1.60771253,1.60663988
0.00297256247,-0.25731359,-2.88038816,8.98236421,0,4.23390671,1.62870399,1.6109419
0.00297329253,-0.250532323,-2.87735611,8.98236421,0,4.24068984,1.64894095,1.61395803
0.0029736123,-0.247560364,-2.87563566,8.98236421,0,4.24366259,1.66443947,1.61567151
0.00297389519,-0.244930331,-2.87375708,8.98236421,0,4.24629332,1.68649085,1.61754393
0.0029741823,-0.242260301,-2.87126862,8.98236421,0,4.24896405,1.72325475,1.62002615
0.00297451919,-0.239126342,-2.86701636,8.98236421,0,4.25209882,1.7777725,1.62427108
0.00297470109,-0.237433739,-2.86379095,8.98236421,0,4.25379186,1.80504783,1.62749254
0.00297488944,-0.235680819,-2.85948192,8.98236421,0,4.25554522,1.8308818,1.63179749
0.00297508977,-0.233816047,-2.85355877,8.98236421,0,4.25741046,1.85627984,1.63771631
0.00297530632,-0.231799849,-2.845155,8.98236421,0,4.25942716,1.8820028,1.6461154
0.00297554162,-0.229608587,-2.83314418,8.98236421,0,4.26161897,1.9086059,1.65812116
0.00297577623,-0.227423247,-2.81861322,8.98236421,0,4.26380485,1.93422179,1.6726471
0.00297588561,-0.226404169,-2.81140348,8.98236421,0,4.26482417,1.94595142,1.6798545
0.00297600444,-0.225297021,-2.80363842,8.98236421,0,4.26593159,1.95858562,1.68761704
0.00297615237,-0.223918519,-2.79421564,8.98236421,0,4.26731042,1.97419408,1.69703667
0.00297635188,-0.222059062,-2.7817485,8.98236421,0,4.26917032,1.99508854,1.7094996
0.00297650092,-0.220669832,-2.77245472,8.98236421,0,4.27055988,2.01060989,1.71879025
0.00297667284,-0.219066941,-2.76155397,8.98236421,0,4.27216315,2.02845286,1.7296874
0.00297685884,-0.217332643,-2.74958199,8.98236421,0,4.27389786,2.04770139,1.7416555
0.00297723082,-0.213863159,-2.72495494,8.98236421,0,4.27736814,2.08609852,1.76627483
0.00297768204,-0.209653109,-2.69388129,8.98236421,0,4.28157915,2.13257824,1.79733922
0.0029781197,-0.205567992,-2.66241928,8.98236421,0,4.28566517,2.1776232,1.82879235
0.00297865842,-0.200537448,-2.6220878,8.98236421,0,4.29069681,2.23306162,1.86911304
0.00297962207,-0.191533091,-2.54602345,8.98236421,0,4.29970305,2.33225628,1.94515853
0.00298154939,-0.173503642,-2.38206742,8.98236421,0,4.31773602,2.53080855,2.10907858
0.00298354209,-0.154835859,-2.20019093,8.98236421,0,4.33640707,2.73633326,2.29092048
0.00298706762,-0.121750693,-1.86039741,8.98236421,0,4.36949711,3.10048964,2.63065978
0.00299206762,-0.0747299376,-1.35769531,8.98236421,0,4.41652277,3.6178933,3.13330093
0.00299661597,-0.0318913277,-0.891042125,8.98236421,0,4.4593638,4.08918672,3.59991537
0.00300161597,0.0152298973,-0.37459336,8.98236421,0,4.50648543,4.60750861,4.11634017
0.00300661597,0.0623360923,0.143055184,8.98236421,0,4.55358968,5.12559313,4.63398433
0.00301161597,0.109380769,0.66071808,8.98236421,0,4.60063005,5.642923,5.15166244
0.00301661597,0.1563175,1.1776739,8.98236421,0,4.64756014,6.15899423,5.66865309
0.00302161597,0.203099965,1.69335292,8.98236421,0,4.69433361,6.67329404,6.18438648
0.00302661597,0.249681994,2.20714944,8.98236422,0,4.74090432,7.18509584,6.69825687
0.00302805532,0.263047889,2.35106834,8.98236491,0,4.75426652,7.30328896,6.84220063
0.00302895828,0.27142198,2.43424345,8.98236657,0,4.7626382,7.33377381,6.9253921
0.00302985128,0.279695001,2.50649364,8.98236935,0,4.77090876,7.35200085,6.99765901
0.00303074705,0.287984908,2.56907674,8.98237282,0,4.77919612,7.3643682,7.06025932
0.00303207911,0.300295488,2.64600755,8.98237881,0,4.79150278,7.37725869,7.13721645
0.00303340868,0.31256215,2.70643814,8.98238538,0,4.80376537,7.38642386,7.19767399
0.00303453222,0.322910917,2.74703175,8.9823912,0,4.81411057,7.39244388,7.23829081
0.00303540202,0.330911521,2.77286265,8.98239586,0,4.82210833,7.39636456,7.2641399
0.00303647254,0.340744803,2.79895614,8.98240183,0,4.83193802,7.400533,7.29025599
0.00303764167,0.351466238,2.82115815,8.98240873,0,4.8426554,7.40445654,7.31248288
0.00303904527,0.364312708,2.84093558,8.98241763,0,4.85549685,7.40851216,7.33229041
0.00304069675,0.37939161,2.85715923,8.98242881,0,4.87056961,7.41259902,7.34854971
0.00304239199,0.394827599,2.86851834,8.98244072,0,4.88599904,7.41621413,7.35994558
0.00304442563,0.413285549,2.87764937,8.982455,0,4.90444878,7.41996581,7.36912088
0.00304757223,0.441711119,2.8862895,8.98247629,0,4.9328609,7.42484356,7.37782971
0.00305257223,0.486520145,2.89341964,8.98250758,0,4.97764673,7.43100334,7.38506931
0.00305757223,0.530849034,2.89698184,8.98253621,0,5.02195019,7.43585917,7.38874119
0.00306257223,0.57465404,2.89917436,8.98256295,0,5.06572757,7.43983762,7.39104348
0.00306757223,0.617891932,2.90067694,8.98258818,0,5.10893567,7.44314053,7.3926559
0.00307257223,0.660520038,2.90183347,8.98261198,0,5.15153183,7.44594089,7.39392233
0.00307757223,0.702496291,2.90274643,8.98263431,0,5.19347403,7.44833826,7.39494522
0.00308257223,0.743779265,2.90348736,8.98265513,0,5.23472087,7.45040095,7.39579612
0.00308757223,0.784328219,2.90409234,8.98267436,0,5.27523165,7.4521788,7.39651109
0.00309257223,0.824103136,2.90458826,8.98269196,0,5.31496639,7.45370909,7.39711703
0.00309757223,0.863064762,2.90499241,8.98270783,0,5.35388587,7.45501988,7.3976312
0.00310257223,0.901174648,2.9053181,8.98272194,0,5.39195169,7.45613284,7.39806694
0.00310757223,0.938395183,2.90557481,8.98273421,0,5.42912628,7.45706457,7.3984337
0.00311257223,0.974689635,2.90577,8.9827446,0,5.46537295,7.45782798,7.39873896
0.00311757223,1.01002219,2.90590908,8.98275307,0,5.50065594,7.45843279,7.39898811
0.00312257223,1.04435797,2.90599638,8.98275958,0,5.53494041,7.45888637,7.39918548
0.00312757223,1.07766309,2.90603485,8.9827641,0,5.56819255,7.45919378,7.39933403
0.00313257223,1.1099047,2.90602684,8.9827666,0,5.60037952,7.45935829,7.39943609
0.00313757223,1.14105096,2.90597513,8.98276732,0,5.63146958,7.45939927,7.39949446
0.00314257223,1.17107114,2.90588955,8.98276729,0,5.66143202,7.45939453,7.39951895
0.00314757223,1.19993561,2.90578662,8.98276731,0,5.6902373,7.4593956,7.39952609
0.00315257223,1.2276159,2.90567868,8.98276731,0,5.71785698,7.45939534,7.39952822
0.00315757223,1.25408467,2.90556931,8.98276731,0,5.74426379,7.45939538,7.39952891
0.00316257223,1.27931582,2.90545946,8.98276732,0,5.76943169,7.45939538,7.39952912
0.00316757223,1.30328443,2.90534945,8.98276732,0,5.79333583,7.45939535,7.39952916
0.00317257223,1.32596686,2.90523944,8.98276732,0,5.81595263,7.45939537,7.3995292
