# relojes.py 2026-09-13T15:25:20-05:00 sha256 c1a1431a00600481ec60da7c30896c65e9041f83086ab0f8109d3cb09029034b
# FREF 12 MHz; REFDIV 1-63; FBDIV 16-320; VCO 750-1600 MHz; POSTDIV1 y POSTDIV2 1-7. Divisor PIO entero 16 bits + fraccion/256; divisor GPOUT0 entero 24 bits + fraccion/256. Tiempos en ns en regimen estable, sin el jitter del PLL.
camino,refdiv,fbdiv,vco_hz,postdiv1,postdiv2,sysclk_hz,divisor,div_int,div_frac,divisor_entero,cumple_ref_min_5mhz,cumple_sysclk_max_133mhz,postdiv1_mayor_o_igual,periodo_sm_pp_ns,mclk_periodo_pp_ns,mclk_tie_pp_ns,duty_min,duty_max,pulso_min_ns,requiere_dc50,cumple_pcm1808
pio-24.576,2,140,840000000,7,1,120000000,4.8828125,4,226,False,True,True,True,8.333333333333334,8.333333333333334,8.203125,0.4444444444444444,0.5555555555555556,33.333333333333336,,True
pio-24.576,2,140,840000000,7,2,60000000,2.44140625,2,113,False,True,True,True,16.666666666666668,16.666666666666668,16.536458333333336,0.4,0.6,33.333333333333336,,True
pio-24.576,2,142,852000000,1,1,852000000,34.66796875,34,171,False,True,False,True,1.1737089201877935,1.1737089201877935,1.1645393192488263,0.4927536231884058,0.5072463768115942,39.906103286384976,,True
pio-24.576,2,142,852000000,1,5,170400000,6.93359375,6,239,False,True,False,False,5.868544600938967,5.868544600938967,5.822696596244131,0.46153846153846156,0.5384615384615384,35.2112676056338,,True
pio-24.576,2,142,852000000,5,1,170400000,6.93359375,6,239,False,True,False,True,5.868544600938967,5.868544600938967,5.822696596244131,0.46153846153846156,0.5384615384615384,35.2112676056338,,True
pio-24.576,2,142,852000000,5,5,34080000,1.38671875,1,99,False,True,True,True,29.342723004694836,29.342723004694836,29.113482981220656,0.3333333333333333,0.6666666666666666,29.342723004694836,,False
pio-24.576,2,144,864000000,1,1,864000000,35.15625,35,40,False,True,False,True,1.1574074074074074,1.1574074074074074,1.0850694444444444,0.49295774647887325,0.5070422535211268,40.50925925925926,,True
pio-24.576,2,144,864000000,1,2,432000000,17.578125,17,148,False,True,False,False,2.314814814814815,2.314814814814815,2.242476851851852,0.4857142857142857,0.5142857142857142,39.351851851851855,,True
pio-24.576,2,144,864000000,1,3,288000000,11.71875,11,184,False,True,False,False,3.4722222222222223,3.4722222222222223,3.2552083333333335,0.4782608695652174,0.5217391304347826,38.19444444444444,,True
pio-24.576,2,144,864000000,1,4,216000000,8.7890625,8,202,False,True,False,False,4.62962962962963,4.62962962962963,4.557291666666667,0.47058823529411764,0.5294117647058824,37.03703703703704,,True
pio-24.576,2,144,864000000,1,5,172800000,7.03125,7,8,False,True,False,False,5.787037037037037,5.787037037037037,5.425347222222222,0.4666666666666667,0.5333333333333333,40.50925925925926,,True
pio-24.576,2,144,864000000,1,6,144000000,5.859375,5,220,False,True,False,False,6.944444444444445,6.944444444444445,6.727430555555555,0.45454545454545453,0.5454545454545454,34.72222222222222,,True
pio-24.576,2,144,864000000,2,1,432000000,17.578125,17,148,False,True,False,True,2.314814814814815,2.314814814814815,2.242476851851852,0.4857142857142857,0.5142857142857142,39.351851851851855,,True
pio-24.576,2,144,864000000,2,2,216000000,8.7890625,8,202,False,True,False,True,4.62962962962963,4.62962962962963,4.557291666666667,0.47058823529411764,0.5294117647058824,37.03703703703704,,True
pio-24.576,2,144,864000000,2,3,144000000,5.859375,5,220,False,True,False,False,6.944444444444445,6.944444444444445,6.727430555555555,0.45454545454545453,0.5454545454545454,34.72222222222222,,True
pio-24.576,2,144,864000000,2,4,108000000,4.39453125,4,101,False,True,True,False,9.25925925925926,9.25925925925926,9.186921296296296,0.4444444444444444,0.5555555555555556,37.03703703703704,,True
pio-24.576,2,144,864000000,2,5,86400000,3.515625,3,132,False,True,True,False,11.574074074074074,11.574074074074074,11.21238425925926,0.42857142857142855,0.5714285714285714,34.72222222222222,,True
pio-24.576,2,144,864000000,2,6,72000000,2.9296875,2,238,False,True,True,False,13.88888888888889,13.88888888888889,13.671875,0.4,0.6,27.77777777777778,,True
pio-24.576,2,144,864000000,3,1,288000000,11.71875,11,184,False,True,False,True,3.4722222222222223,3.4722222222222223,3.2552083333333335,0.4782608695652174,0.5217391304347826,38.19444444444444,,True
pio-24.576,2,144,864000000,3,2,144000000,5.859375,5,220,False,True,False,True,6.944444444444445,6.944444444444445,6.727430555555555,0.45454545454545453,0.5454545454545454,34.72222222222222,,True
pio-24.576,2,144,864000000,3,3,96000000,3.90625,3,232,False,True,True,True,10.416666666666666,10.416666666666666,9.765625,0.42857142857142855,0.5714285714285714,31.25,,True
pio-24.576,2,144,864000000,3,4,72000000,2.9296875,2,238,False,True,True,False,13.88888888888889,13.88888888888889,13.671875,0.4,0.6,27.77777777777778,,True
pio-24.576,2,144,864000000,3,5,57600000,2.34375,2,88,False,True,True,False,17.36111111111111,17.36111111111111,16.276041666666668,0.4,0.6,34.72222222222222,,True
pio-24.576,2,144,864000000,3,6,48000000,1.953125,1,244,False,True,True,False,20.833333333333332,20.833333333333332,20.182291666666664,0.3333333333333333,0.6666666666666666,20.833333333333332,,False
pio-24.576,2,144,864000000,4,1,216000000,8.7890625,8,202,False,True,False,True,4.62962962962963,4.62962962962963,4.557291666666667,0.47058823529411764,0.5294117647058824,37.03703703703704,,True
pio-24.576,2,144,864000000,4,2,108000000,4.39453125,4,101,False,True,True,True,9.25925925925926,9.25925925925926,9.186921296296296,0.4444444444444444,0.5555555555555556,37.03703703703704,,True
pio-24.576,2,144,864000000,4,3,72000000,2.9296875,2,238,False,True,True,True,13.88888888888889,13.88888888888889,13.671875,0.4,0.6,27.77777777777778,,True
pio-24.576,2,144,864000000,4,5,43200000,1.7578125,1,194,False,True,True,False,23.14814814814815,23.14814814814815,22.786458333333336,0.3333333333333333,0.6666666666666666,23.14814814814815,,False
pio-24.576,2,144,864000000,4,6,36000000,1.46484375,1,119,False,True,True,False,27.77777777777778,27.77777777777778,27.56076388888889,0.3333333333333333,0.6666666666666666,27.77777777777778,,False
pio-24.576,2,144,864000000,5,1,172800000,7.03125,7,8,False,True,False,True,5.787037037037037,5.787037037037037,5.425347222222222,0.4666666666666667,0.5333333333333333,40.50925925925926,,True
pio-24.576,2,144,864000000,5,2,86400000,3.515625,3,132,False,True,True,True,11.574074074074074,11.574074074074074,11.21238425925926,0.42857142857142855,0.5714285714285714,34.72222222222222,,True
pio-24.576,2,144,864000000,5,3,57600000,2.34375,2,88,False,True,True,True,17.36111111111111,17.36111111111111,16.276041666666668,0.4,0.6,34.72222222222222,,True
pio-24.576,2,144,864000000,5,4,43200000,1.7578125,1,194,False,True,True,True,23.14814814814815,23.14814814814815,22.786458333333336,0.3333333333333333,0.6666666666666666,23.14814814814815,,False
pio-24.576,2,144,864000000,5,5,34560000,1.40625,1,104,False,True,True,True,28.935185185185187,28.935185185185187,27.126736111111114,0.3333333333333333,0.6666666666666666,28.935185185185187,,False
pio-24.576,2,144,864000000,5,6,28800000,1.171875,1,44,False,True,True,False,34.72222222222222,34.72222222222222,33.63715277777778,0.3333333333333333,0.6666666666666666,34.72222222222222,,False
pio-24.576,2,144,864000000,6,1,144000000,5.859375,5,220,False,True,False,True,6.944444444444445,6.944444444444445,6.727430555555555,0.45454545454545453,0.5454545454545454,34.72222222222222,,True
pio-24.576,2,144,864000000,6,2,72000000,2.9296875,2,238,False,True,True,True,13.88888888888889,13.88888888888889,13.671875,0.4,0.6,27.77777777777778,,True
pio-24.576,2,144,864000000,6,3,48000000,1.953125,1,244,False,True,True,True,20.833333333333332,20.833333333333332,20.182291666666664,0.3333333333333333,0.6666666666666666,20.833333333333332,,False
pio-24.576,2,144,864000000,6,4,36000000,1.46484375,1,119,False,True,True,True,27.77777777777778,27.77777777777778,27.56076388888889,0.3333333333333333,0.6666666666666666,27.77777777777778,,False
pio-24.576,2,144,864000000,6,5,28800000,1.171875,1,44,False,True,True,True,34.72222222222222,34.72222222222222,33.63715277777778,0.3333333333333333,0.6666666666666666,34.72222222222222,,False
pio-24.576,2,146,876000000,1,1,876000000,35.64453125,35,165,False,True,False,True,1.1415525114155252,1.1415525114155252,1.1326341324200915,0.49295774647887325,0.5070422535211268,39.95433789954338,,True
pio-24.576,2,146,876000000,1,5,175200000,7.12890625,7,33,False,True,False,False,5.707762557077626,5.707762557077626,5.663170662100456,0.4666666666666667,0.5333333333333333,39.954337899543376,,True
pio-24.576,2,146,876000000,5,1,175200000,7.12890625,7,33,False,True,False,True,5.707762557077626,5.707762557077626,5.663170662100456,0.4666666666666667,0.5333333333333333,39.954337899543376,,True
pio-24.576,2,146,876000000,5,5,35040000,1.42578125,1,109,False,True,True,True,28.538812785388128,28.538812785388128,28.315853310502284,0.3333333333333333,0.6666666666666666,28.538812785388128,,False
pio-24.576,2,148,888000000,1,1,888000000,36.1328125,36,34,False,True,False,True,1.1261261261261262,1.1261261261261262,1.1085304054054055,0.4931506849315068,0.5068493150684932,40.54054054054054,,True
pio-24.576,2,148,888000000,1,2,444000000,18.06640625,18,17,False,True,False,False,2.2522522522522523,2.2522522522522523,2.2346565315315314,0.4864864864864865,0.5135135135135135,40.54054054054054,,True
pio-24.576,2,148,888000000,1,5,177600000,7.2265625,7,58,False,True,False,False,5.63063063063063,5.63063063063063,5.542652027027027,0.4666666666666667,0.5333333333333333,39.41441441441441,,True
pio-24.576,2,148,888000000,2,1,444000000,18.06640625,18,17,False,True,False,True,2.2522522522522523,2.2522522522522523,2.2346565315315314,0.4864864864864865,0.5135135135135135,40.54054054054054,,True
pio-24.576,2,148,888000000,2,5,88800000,3.61328125,3,157,False,True,True,False,11.26126126126126,11.26126126126126,11.173282657657657,0.42857142857142855,0.5714285714285714,33.78378378378378,,True
pio-24.576,2,148,888000000,5,1,177600000,7.2265625,7,58,False,True,False,True,5.63063063063063,5.63063063063063,5.542652027027027,0.4666666666666667,0.5333333333333333,39.41441441441441,,True
pio-24.576,2,148,888000000,5,2,88800000,3.61328125,3,157,False,True,True,True,11.26126126126126,11.26126126126126,11.173282657657657,0.42857142857142855,0.5714285714285714,33.78378378378378,,True
pio-24.576,2,148,888000000,5,5,35520000,1.4453125,1,114,False,True,True,True,28.153153153153152,28.153153153153152,27.713260135135133,0.3333333333333333,0.6666666666666666,28.153153153153152,,False
pio-24.576,2,150,900000000,1,1,900000000,36.62109375,36,159,False,True,False,True,1.1111111111111112,1.1111111111111112,1.1024305555555556,0.4931506849315068,0.5068493150684932,40.0,,True
pio-24.576,2,150,900000000,1,3,300000000,12.20703125,12,53,False,True,False,False,3.3333333333333335,3.3333333333333335,3.307291666666667,0.48,0.52,40.0,,True
pio-24.576,2,150,900000000,1,5,180000000,7.32421875,7,83,False,True,False,False,5.555555555555555,5.555555555555555,5.512152777777778,0.4666666666666667,0.5333333333333333,38.888888888888886,,True
pio-24.576,2,150,900000000,3,1,300000000,12.20703125,12,53,False,True,False,True,3.3333333333333335,3.3333333333333335,3.307291666666667,0.48,0.52,40.0,,True
pio-24.576,2,150,900000000,3,5,60000000,2.44140625,2,113,False,True,True,False,16.666666666666668,16.666666666666668,16.536458333333336,0.4,0.6,33.333333333333336,,True
pio-24.576,2,150,900000000,5,1,180000000,7.32421875,7,83,False,True,False,True,5.555555555555555,5.555555555555555,5.512152777777778,0.4666666666666667,0.5333333333333333,38.888888888888886,,True
pio-24.576,2,150,900000000,5,3,60000000,2.44140625,2,113,False,True,True,True,16.666666666666668,16.666666666666668,16.536458333333336,0.4,0.6,33.333333333333336,,True
pio-24.576,2,150,900000000,5,5,36000000,1.46484375,1,119,False,True,True,True,27.77777777777778,27.77777777777778,27.56076388888889,0.3333333333333333,0.6666666666666666,27.77777777777778,,False
pio-24.576,2,152,912000000,1,1,912000000,37.109375,37,28,False,True,False,True,1.0964912280701755,1.0964912280701755,1.0622258771929824,0.49333333333333335,0.5066666666666667,40.57017543859649,,True
pio-24.576,2,152,912000000,1,2,456000000,18.5546875,18,142,False,True,False,False,2.192982456140351,2.192982456140351,2.158717105263158,0.4864864864864865,0.5135135135135135,39.473684210526315,,True
pio-24.576,2,152,912000000,1,4,228000000,9.27734375,9,71,False,True,False,False,4.385964912280702,4.385964912280702,4.351699561403509,0.47368421052631576,0.5263157894736842,39.473684210526315,,True
pio-24.576,2,152,912000000,1,5,182400000,7.421875,7,108,False,True,False,False,5.482456140350878,5.482456140350878,5.311129385964913,0.4666666666666667,0.5333333333333333,38.377192982456144,,True
pio-24.576,2,152,912000000,2,1,456000000,18.5546875,18,142,False,True,False,True,2.192982456140351,2.192982456140351,2.158717105263158,0.4864864864864865,0.5135135135135135,39.473684210526315,,True
pio-24.576,2,152,912000000,2,2,228000000,9.27734375,9,71,False,True,False,True,4.385964912280702,4.385964912280702,4.351699561403509,0.47368421052631576,0.5263157894736842,39.473684210526315,,True
pio-24.576,2,152,912000000,2,5,91200000,3.7109375,3,182,False,True,True,False,10.964912280701755,10.964912280701755,10.79358552631579,0.42857142857142855,0.5714285714285714,32.89473684210527,,True
pio-24.576,2,152,912000000,4,1,228000000,9.27734375,9,71,False,True,False,True,4.385964912280702,4.385964912280702,4.351699561403509,0.47368421052631576,0.5263157894736842,39.473684210526315,,True
pio-24.576,2,152,912000000,4,5,45600000,1.85546875,1,219,False,True,True,False,21.92982456140351,21.92982456140351,21.758497807017545,0.3333333333333333,0.6666666666666666,21.92982456140351,,False
pio-24.576,2,152,912000000,5,1,182400000,7.421875,7,108,False,True,False,True,5.482456140350878,5.482456140350878,5.311129385964913,0.4666666666666667,0.5333333333333333,38.377192982456144,,True
pio-24.576,2,152,912000000,5,2,91200000,3.7109375,3,182,False,True,True,True,10.964912280701755,10.964912280701755,10.79358552631579,0.42857142857142855,0.5714285714285714,32.89473684210527,,True
pio-24.576,2,152,912000000,5,4,45600000,1.85546875,1,219,False,True,True,True,21.92982456140351,21.92982456140351,21.758497807017545,0.3333333333333333,0.6666666666666666,21.92982456140351,,False
pio-24.576,2,152,912000000,5,5,36480000,1.484375,1,124,False,True,True,True,27.412280701754387,27.412280701754387,26.55564692982456,0.3333333333333333,0.6666666666666666,27.412280701754387,,False
pio-24.576,2,154,924000000,1,1,924000000,37.59765625,37,153,False,True,False,True,1.0822510822510822,1.0822510822510822,1.0737959956709957,0.49333333333333335,0.5066666666666667,40.04329004329004,,True
pio-24.576,2,154,924000000,1,5,184800000,7.51953125,7,133,False,True,False,False,5.411255411255412,5.411255411255412,5.368979978354979,0.4666666666666667,0.5333333333333333,37.87878787878788,,True
pio-24.576,2,154,924000000,1,7,132000000,5.37109375,5,95,False,True,True,False,7.575757575757576,7.575757575757576,7.51657196969697,0.45454545454545453,0.5454545454545454,37.87878787878788,,True
pio-24.576,2,154,924000000,5,1,184800000,7.51953125,7,133,False,True,False,True,5.411255411255412,5.411255411255412,5.368979978354979,0.4666666666666667,0.5333333333333333,37.87878787878788,,True
pio-24.576,2,154,924000000,5,5,36960000,1.50390625,1,129,False,True,True,True,27.056277056277057,27.056277056277057,26.844899891774894,0.3333333333333333,0.6666666666666666,27.056277056277057,,False
pio-24.576,2,154,924000000,5,7,26400000,1.07421875,1,19,False,True,True,False,37.878787878787875,37.878787878787875,37.582859848484844,0.3333333333333333,0.6666666666666666,37.878787878787875,,False
pio-24.576,2,154,924000000,7,1,132000000,5.37109375,5,95,False,True,True,True,7.575757575757576,7.575757575757576,7.51657196969697,0.45454545454545453,0.5454545454545454,37.87878787878788,,True
pio-24.576,2,154,924000000,7,5,26400000,1.07421875,1,19,False,True,True,True,37.878787878787875,37.878787878787875,37.582859848484844,0.3333333333333333,0.6666666666666666,37.878787878787875,,False
pio-24.576,2,156,936000000,1,1,936000000,38.0859375,38,22,False,True,False,True,1.0683760683760684,1.0683760683760684,1.0516826923076923,0.4935064935064935,0.5064935064935064,40.598290598290596,,True
pio-24.576,2,156,936000000,1,2,468000000,19.04296875,19,11,False,True,False,False,2.1367521367521367,2.1367521367521367,2.1200587606837606,0.48717948717948717,0.5128205128205128,40.598290598290596,,True
pio-24.576,2,156,936000000,1,3,312000000,12.6953125,12,178,False,True,False,False,3.2051282051282053,3.2051282051282053,3.155048076923077,0.48,0.52,38.46153846153847,,True
pio-24.576,2,156,936000000,1,5,187200000,7.6171875,7,158,False,True,False,False,5.3418803418803416,5.3418803418803416,5.258413461538461,0.4666666666666667,0.5333333333333333,37.39316239316239,,True
pio-24.576,2,156,936000000,1,6,156000000,6.34765625,6,89,False,True,False,False,6.410256410256411,6.410256410256411,6.360176282051282,0.46153846153846156,0.5384615384615384,38.46153846153847,,True
pio-24.576,2,156,936000000,2,1,468000000,19.04296875,19,11,False,True,False,True,2.1367521367521367,2.1367521367521367,2.1200587606837606,0.48717948717948717,0.5128205128205128,40.598290598290596,,True
pio-24.576,2,156,936000000,2,3,156000000,6.34765625,6,89,False,True,False,False,6.410256410256411,6.410256410256411,6.360176282051282,0.46153846153846156,0.5384615384615384,38.46153846153847,,True
pio-24.576,2,156,936000000,2,5,93600000,3.80859375,3,207,False,True,True,False,10.683760683760683,10.683760683760683,10.600293803418802,0.42857142857142855,0.5714285714285714,32.05128205128205,,True
pio-24.576,2,156,936000000,3,1,312000000,12.6953125,12,178,False,True,False,True,3.2051282051282053,3.2051282051282053,3.155048076923077,0.48,0.52,38.46153846153847,,True
pio-24.576,2,156,936000000,3,2,156000000,6.34765625,6,89,False,True,False,True,6.410256410256411,6.410256410256411,6.360176282051282,0.46153846153846156,0.5384615384615384,38.46153846153847,,True
pio-24.576,2,156,936000000,3,5,62400000,2.5390625,2,138,False,True,True,False,16.025641025641026,16.025641025641026,15.775240384615385,0.4,0.6,32.05128205128205,,True
pio-24.576,2,156,936000000,5,1,187200000,7.6171875,7,158,False,True,False,True,5.3418803418803416,5.3418803418803416,5.258413461538461,0.4666666666666667,0.5333333333333333,37.39316239316239,,True
pio-24.576,2,156,936000000,5,2,93600000,3.80859375,3,207,False,True,True,True,10.683760683760683,10.683760683760683,10.600293803418802,0.42857142857142855,0.5714285714285714,32.05128205128205,,True
pio-24.576,2,156,936000000,5,3,62400000,2.5390625,2,138,False,True,True,True,16.025641025641026,16.025641025641026,15.775240384615385,0.4,0.6,32.05128205128205,,True
pio-24.576,2,156,936000000,5,5,37440000,1.5234375,1,134,False,True,True,True,26.70940170940171,26.70940170940171,26.29206730769231,0.3333333333333333,0.6666666666666666,26.70940170940171,,False
pio-24.576,2,156,936000000,5,6,31200000,1.26953125,1,69,False,True,True,False,32.05128205128205,32.05128205128205,31.80088141025641,0.3333333333333333,0.6666666666666666,32.05128205128205,,False
pio-24.576,2,156,936000000,6,1,156000000,6.34765625,6,89,False,True,False,True,6.410256410256411,6.410256410256411,6.360176282051282,0.46153846153846156,0.5384615384615384,38.46153846153847,,True
pio-24.576,2,156,936000000,6,5,31200000,1.26953125,1,69,False,True,True,True,32.05128205128205,32.05128205128205,31.80088141025641,0.3333333333333333,0.6666666666666666,32.05128205128205,,False
pio-24.576,2,158,948000000,1,1,948000000,38.57421875,38,147,False,True,False,True,1.0548523206751055,1.0548523206751055,1.0466112869198312,0.4935064935064935,0.5064935064935064,40.08438818565401,,True
pio-24.576,2,158,948000000,1,5,189600000,7.71484375,7,183,False,True,False,False,5.274261603375527,5.274261603375527,5.233056434599156,0.4666666666666667,0.5333333333333333,36.91983122362869,,True
pio-24.576,2,158,948000000,5,1,189600000,7.71484375,7,183,False,True,False,True,5.274261603375527,5.274261603375527,5.233056434599156,0.4666666666666667,0.5333333333333333,36.91983122362869,,True
pio-24.576,2,158,948000000,5,5,37920000,1.54296875,1,139,False,True,True,True,26.371308016877638,26.371308016877638,26.16528217299578,0.3333333333333333,0.6666666666666666,26.371308016877638,,False
pio-24.576,2,160,960000000,1,1,960000000,39.0625,39,16,False,True,False,True,1.0416666666666667,1.0416666666666667,0.9114583333333334,0.4936708860759494,0.5063291139240507,40.625,,True
pio-24.576,2,160,960000000,1,2,480000000,19.53125,19,136,False,True,False,False,2.0833333333333335,2.0833333333333335,1.9531250000000002,0.48717948717948717,0.5128205128205128,39.583333333333336,,True
pio-24.576,2,160,960000000,1,4,240000000,9.765625,9,196,False,True,False,False,4.166666666666667,4.166666666666667,4.036458333333334,0.47368421052631576,0.5263157894736842,37.5,,True
pio-24.576,2,160,960000000,1,5,192000000,7.8125,7,208,False,True,False,False,5.208333333333333,5.208333333333333,4.557291666666666,0.4666666666666667,0.5333333333333333,36.45833333333333,,True
pio-24.576,2,160,960000000,2,1,480000000,19.53125,19,136,False,True,False,True,2.0833333333333335,2.0833333333333335,1.9531250000000002,0.48717948717948717,0.5128205128205128,39.583333333333336,,True
pio-24.576,2,160,960000000,2,2,240000000,9.765625,9,196,False,True,False,True,4.166666666666667,4.166666666666667,4.036458333333334,0.47368421052631576,0.5263157894736842,37.5,,True
pio-24.576,2,160,960000000,2,4,120000000,4.8828125,4,226,False,True,True,False,8.333333333333334,8.333333333333334,8.203125,0.4444444444444444,0.5555555555555556,33.333333333333336,,True
pio-24.576,2,160,960000000,2,5,96000000,3.90625,3,232,False,True,True,False,10.416666666666666,10.416666666666666,9.765625,0.42857142857142855,0.5714285714285714,31.25,,True
pio-24.576,2,160,960000000,4,1,240000000,9.765625,9,196,False,True,False,True,4.166666666666667,4.166666666666667,4.036458333333334,0.47368421052631576,0.5263157894736842,37.5,,True
pio-24.576,2,160,960000000,4,2,120000000,4.8828125,4,226,False,True,True,True,8.333333333333334,8.333333333333334,8.203125,0.4444444444444444,0.5555555555555556,33.333333333333336,,True
pio-24.576,2,160,960000000,4,4,60000000,2.44140625,2,113,False,True,True,True,16.666666666666668,16.666666666666668,16.536458333333336,0.4,0.6,33.333333333333336,,True
pio-24.576,2,160,960000000,4,5,48000000,1.953125,1,244,False,True,True,False,20.833333333333332,20.833333333333332,20.182291666666664,0.3333333333333333,0.6666666666666666,20.833333333333332,,False
pio-24.576,2,160,960000000,5,1,192000000,7.8125,7,208,False,True,False,True,5.208333333333333,5.208333333333333,4.557291666666666,0.4666666666666667,0.5333333333333333,36.45833333333333,,True
pio-24.576,2,160,960000000,5,2,96000000,3.90625,3,232,False,True,True,True,10.416666666666666,10.416666666666666,9.765625,0.42857142857142855,0.5714285714285714,31.25,,True
pio-24.576,2,160,960000000,5,4,48000000,1.953125,1,244,False,True,True,True,20.833333333333332,20.833333333333332,20.182291666666664,0.3333333333333333,0.6666666666666666,20.833333333333332,,False
pio-24.576,2,160,960000000,5,5,38400000,1.5625,1,144,False,True,True,True,26.041666666666668,26.041666666666668,22.786458333333336,0.3333333333333333,0.6666666666666666,26.041666666666668,,False
pio-24.576,2,162,972000000,1,1,972000000,39.55078125,39,141,False,True,False,True,1.02880658436214,1.02880658436214,1.0207690329218106,0.4936708860759494,0.5063291139240507,40.123456790123456,,True
pio-24.576,2,162,972000000,1,3,324000000,13.18359375,13,47,False,True,False,False,3.0864197530864197,3.0864197530864197,3.062307098765432,0.48148148148148145,0.5185185185185185,40.123456790123456,,True
pio-24.576,2,162,972000000,1,5,194400000,7.91015625,7,233,False,True,False,False,5.1440329218107,5.1440329218107,5.103845164609054,0.4666666666666667,0.5333333333333333,36.0082304526749,,True
pio-24.576,2,162,972000000,3,1,324000000,13.18359375,13,47,False,True,False,True,3.0864197530864197,3.0864197530864197,3.062307098765432,0.48148148148148145,0.5185185185185185,40.123456790123456,,True
pio-24.576,2,162,972000000,3,3,108000000,4.39453125,4,101,False,True,True,True,9.25925925925926,9.25925925925926,9.186921296296296,0.4444444444444444,0.5555555555555556,37.03703703703704,,True
pio-24.576,2,162,972000000,3,5,64800000,2.63671875,2,163,False,True,True,False,15.432098765432098,15.432098765432098,15.31153549382716,0.4,0.6,30.864197530864196,,True
pio-24.576,2,162,972000000,5,1,194400000,7.91015625,7,233,False,True,False,True,5.1440329218107,5.1440329218107,5.103845164609054,0.4666666666666667,0.5333333333333333,36.0082304526749,,True
pio-24.576,2,162,972000000,5,3,64800000,2.63671875,2,163,False,True,True,True,15.432098765432098,15.432098765432098,15.31153549382716,0.4,0.6,30.864197530864196,,True
pio-24.576,2,162,972000000,5,5,38880000,1.58203125,1,149,False,True,True,True,25.720164609053498,25.720164609053498,25.519225823045268,0.3333333333333333,0.6666666666666666,25.720164609053498,,False
pio-24.576,2,164,984000000,1,1,984000000,40.0390625,40,10,False,True,False,True,1.016260162601626,1.016260162601626,1.0003810975609757,0.49382716049382713,0.5061728395061729,40.650406504065046,,True
pio-24.576,2,164,984000000,1,2,492000000,20.01953125,20,5,False,True,False,False,2.032520325203252,2.032520325203252,2.0166412601626016,0.4878048780487805,0.5121951219512195,40.650406504065046,,True
pio-24.576,2,164,984000000,1,5,196800000,8.0078125,8,2,False,True,False,False,5.08130081300813,5.08130081300813,5.001905487804878,0.47058823529411764,0.5294117647058824,40.65040650406504,,True
pio-24.576,2,164,984000000,2,1,492000000,20.01953125,20,5,False,True,False,True,2.032520325203252,2.032520325203252,2.0166412601626016,0.4878048780487805,0.5121951219512195,40.650406504065046,,True
pio-24.576,2,164,984000000,2,5,98400000,4.00390625,4,1,False,True,True,False,10.16260162601626,10.16260162601626,10.083206300813007,0.4444444444444444,0.5555555555555556,40.65040650406504,,True
pio-24.576,2,164,984000000,5,1,196800000,8.0078125,8,2,False,True,False,True,5.08130081300813,5.08130081300813,5.001905487804878,0.47058823529411764,0.5294117647058824,40.65040650406504,,True
pio-24.576,2,164,984000000,5,2,98400000,4.00390625,4,1,False,True,True,True,10.16260162601626,10.16260162601626,10.083206300813007,0.4444444444444444,0.5555555555555556,40.65040650406504,,True
pio-24.576,2,164,984000000,5,5,39360000,1.6015625,1,154,False,True,True,True,25.40650406504065,25.40650406504065,25.00952743902439,0.3333333333333333,0.6666666666666666,25.40650406504065,,False
pio-24.576,2,166,996000000,1,1,996000000,40.52734375,40,135,False,True,False,True,1.0040160642570282,1.0040160642570282,0.9961721887550201,0.49382716049382713,0.5061728395061729,40.16064257028113,,True
pio-24.576,2,166,996000000,1,5,199200000,8.10546875,8,27,False,True,False,False,5.020080321285141,5.020080321285141,4.980860943775101,0.47058823529411764,0.5294117647058824,40.16064257028113,,True
pio-24.576,2,166,996000000,5,1,199200000,8.10546875,8,27,False,True,False,True,5.020080321285141,5.020080321285141,4.980860943775101,0.47058823529411764,0.5294117647058824,40.16064257028113,,True
pio-24.576,2,166,996000000,5,5,39840000,1.62109375,1,159,False,True,True,True,25.100401606425702,25.100401606425702,24.9043047188755,0.3333333333333333,0.6666666666666666,25.100401606425702,,False
pio-24.576,2,168,1008000000,1,1,1008000000,41.015625,41,4,False,True,False,True,0.9920634920634921,0.9920634920634921,0.9610615079365079,0.4939759036144578,0.5060240963855421,40.67460317460318,,True
pio-24.576,2,168,1008000000,1,2,504000000,20.5078125,20,130,False,True,False,False,1.9841269841269842,1.9841269841269842,1.953125,0.4878048780487805,0.5121951219512195,39.682539682539684,,True
pio-24.576,2,168,1008000000,1,3,336000000,13.671875,13,172,False,True,False,False,2.9761904761904763,2.9761904761904763,2.8831845238095237,0.48148148148148145,0.5185185185185185,38.69047619047619,,True
pio-24.576,2,168,1008000000,1,4,252000000,10.25390625,10,65,False,True,False,False,3.9682539682539684,3.9682539682539684,3.937251984126984,0.47619047619047616,0.5238095238095238,39.682539682539684,,True
pio-24.576,2,168,1008000000,1,5,201600000,8.203125,8,52,False,True,False,False,4.9603174603174605,4.9603174603174605,4.8053075396825395,0.47058823529411764,0.5294117647058824,39.682539682539684,,True
pio-24.576,2,168,1008000000,1,6,168000000,6.8359375,6,214,False,True,False,False,5.9523809523809526,5.9523809523809526,5.859375,0.46153846153846156,0.5384615384615384,35.714285714285715,,True
