# relojes.py 2026-09-13T15:25:20-05:00 sha256 c1a1431a00600481ec60da7c30896c65e9041f83086ab0f8109d3cb09029034b
# FREF 12 MHz; REFDIV 1-63; FBDIV 16-320; VCO 750-1600 MHz; POSTDIV1 y POSTDIV2 1-7. Divisor PIO entero 16 bits + fraccion/256; divisor GPOUT0 entero 24 bits + fraccion/256. Tiempos en ns en regimen estable, sin el jitter del PLL.
camino,refdiv,fbdiv,vco_hz,postdiv1,postdiv2,sysclk_hz,divisor,div_int,div_frac,divisor_entero,cumple_ref_min_5mhz,cumple_sysclk_max_133mhz,postdiv1_mayor_o_igual,periodo_sm_pp_ns,mclk_periodo_pp_ns,mclk_tie_pp_ns,duty_min,duty_max,pulso_min_ns,requiere_dc50,cumple_pcm1808
gpout0,3,210,840000000,1,4,210000000,17.08984375,17,23,False,False,False,False,,4.761904761904762,,,,,,
gpout0,3,210,840000000,1,5,168000000,13.671875,13,172,False,False,False,False,,5.9523809523809526,,,,,,
gpout0,3,210,840000000,1,7,120000000,9.765625,9,196,False,False,True,False,,8.333333333333334,,,,,,
gpout0,3,210,840000000,2,1,420000000,34.1796875,34,46,False,False,False,True,,2.380952380952381,,,,,,
gpout0,3,210,840000000,2,2,210000000,17.08984375,17,23,False,False,False,True,,4.761904761904762,,,,,,
gpout0,3,210,840000000,2,5,84000000,6.8359375,6,214,False,False,True,False,,11.904761904761905,,,,,,
gpout0,3,210,840000000,2,7,60000000,4.8828125,4,226,False,False,True,False,,16.666666666666668,,,,,,
gpout0,3,210,840000000,4,1,210000000,17.08984375,17,23,False,False,False,True,,4.761904761904762,,,,,,
gpout0,3,210,840000000,4,5,42000000,3.41796875,3,107,False,False,True,False,,23.80952380952381,,,,,,
gpout0,3,210,840000000,4,7,30000000,2.44140625,2,113,False,False,True,False,,33.333333333333336,,,,,,
gpout0,3,210,840000000,5,1,168000000,13.671875,13,172,False,False,False,True,,5.9523809523809526,,,,,,
gpout0,3,210,840000000,5,2,84000000,6.8359375,6,214,False,False,True,True,,11.904761904761905,,,,,,
gpout0,3,210,840000000,5,4,42000000,3.41796875,3,107,False,False,True,True,,23.80952380952381,,,,,,
gpout0,3,210,840000000,5,5,33600000,2.734375,2,188,False,False,True,True,,29.761904761904763,,,,,,
gpout0,3,210,840000000,7,1,120000000,9.765625,9,196,False,False,True,True,,8.333333333333334,,,,,,
gpout0,3,210,840000000,7,2,60000000,4.8828125,4,226,False,False,True,True,,16.666666666666668,,,,,,
gpout0,3,210,840000000,7,4,30000000,2.44140625,2,113,False,False,True,True,,33.333333333333336,,,,,,
gpout0,3,213,852000000,1,1,852000000,69.3359375,69,86,False,False,False,True,,1.1737089201877935,,,,,,
gpout0,3,213,852000000,1,2,426000000,34.66796875,34,171,False,False,False,False,,2.347417840375587,,,,,,
gpout0,3,213,852000000,1,5,170400000,13.8671875,13,222,False,False,False,False,,5.868544600938967,,,,,,
gpout0,3,213,852000000,2,1,426000000,34.66796875,34,171,False,False,False,True,,2.347417840375587,,,,,,
gpout0,3,213,852000000,2,5,85200000,6.93359375,6,239,False,False,True,False,,11.737089201877934,,,,,,
gpout0,3,213,852000000,5,1,170400000,13.8671875,13,222,False,False,False,True,,5.868544600938967,,,,,,
gpout0,3,213,852000000,5,2,85200000,6.93359375,6,239,False,False,True,True,,11.737089201877934,,,,,,
gpout0,3,213,852000000,5,5,34080000,2.7734375,2,198,False,False,True,True,,29.342723004694836,,,,,,
gpout0,3,216,864000000,1,1,864000000,70.3125,70,80,False,False,False,True,,1.1574074074074074,,,,,,
gpout0,3,216,864000000,1,2,432000000,35.15625,35,40,False,False,False,False,,2.314814814814815,,,,,,
gpout0,3,216,864000000,1,3,288000000,23.4375,23,112,False,False,False,False,,3.4722222222222223,,,,,,
gpout0,3,216,864000000,1,4,216000000,17.578125,17,148,False,False,False,False,,4.62962962962963,,,,,,
gpout0,3,216,864000000,1,5,172800000,14.0625,14,16,False,False,False,False,,5.787037037037037,,,,,,
gpout0,3,216,864000000,1,6,144000000,11.71875,11,184,False,False,False,False,,6.944444444444445,,,,,,
gpout0,3,216,864000000,2,1,432000000,35.15625,35,40,False,False,False,True,,2.314814814814815,,,,,,
gpout0,3,216,864000000,2,2,216000000,17.578125,17,148,False,False,False,True,,4.62962962962963,,,,,,
gpout0,3,216,864000000,2,3,144000000,11.71875,11,184,False,False,False,False,,6.944444444444445,,,,,,
gpout0,3,216,864000000,2,4,108000000,8.7890625,8,202,False,False,True,False,,9.25925925925926,,,,,,
gpout0,3,216,864000000,2,5,86400000,7.03125,7,8,False,False,True,False,,11.574074074074074,,,,,,
gpout0,3,216,864000000,2,6,72000000,5.859375,5,220,False,False,True,False,,13.88888888888889,,,,,,
gpout0,3,216,864000000,3,1,288000000,23.4375,23,112,False,False,False,True,,3.4722222222222223,,,,,,
gpout0,3,216,864000000,3,2,144000000,11.71875,11,184,False,False,False,True,,6.944444444444445,,,,,,
gpout0,3,216,864000000,3,3,96000000,7.8125,7,208,False,False,True,True,,10.416666666666666,,,,,,
gpout0,3,216,864000000,3,4,72000000,5.859375,5,220,False,False,True,False,,13.88888888888889,,,,,,
gpout0,3,216,864000000,3,5,57600000,4.6875,4,176,False,False,True,False,,17.36111111111111,,,,,,
gpout0,3,216,864000000,3,6,48000000,3.90625,3,232,False,False,True,False,,20.833333333333332,,,,,,
gpout0,3,216,864000000,4,1,216000000,17.578125,17,148,False,False,False,True,,4.62962962962963,,,,,,
gpout0,3,216,864000000,4,2,108000000,8.7890625,8,202,False,False,True,True,,9.25925925925926,,,,,,
gpout0,3,216,864000000,4,3,72000000,5.859375,5,220,False,False,True,True,,13.88888888888889,,,,,,
gpout0,3,216,864000000,4,4,54000000,4.39453125,4,101,False,False,True,True,,18.51851851851852,,,,,,
gpout0,3,216,864000000,4,5,43200000,3.515625,3,132,False,False,True,False,,23.14814814814815,,,,,,
gpout0,3,216,864000000,4,6,36000000,2.9296875,2,238,False,False,True,False,,27.77777777777778,,,,,,
gpout0,3,216,864000000,5,1,172800000,14.0625,14,16,False,False,False,True,,5.787037037037037,,,,,,
gpout0,3,216,864000000,5,2,86400000,7.03125,7,8,False,False,True,True,,11.574074074074074,,,,,,
gpout0,3,216,864000000,5,3,57600000,4.6875,4,176,False,False,True,True,,17.36111111111111,,,,,,
gpout0,3,216,864000000,5,4,43200000,3.515625,3,132,False,False,True,True,,23.14814814814815,,,,,,
gpout0,3,216,864000000,5,5,34560000,2.8125,2,208,False,False,True,True,,28.935185185185187,,,,,,
gpout0,3,216,864000000,5,6,28800000,2.34375,2,88,False,False,True,False,,34.72222222222222,,,,,,
gpout0,3,216,864000000,6,1,144000000,11.71875,11,184,False,False,False,True,,6.944444444444445,,,,,,
gpout0,3,216,864000000,6,2,72000000,5.859375,5,220,False,False,True,True,,13.88888888888889,,,,,,
gpout0,3,216,864000000,6,3,48000000,3.90625,3,232,False,False,True,True,,20.833333333333332,,,,,,
gpout0,3,216,864000000,6,4,36000000,2.9296875,2,238,False,False,True,True,,27.77777777777778,,,,,,
gpout0,3,216,864000000,6,5,28800000,2.34375,2,88,False,False,True,True,,34.72222222222222,,,,,,
gpout0,3,219,876000000,1,1,876000000,71.2890625,71,74,False,False,False,True,,1.1415525114155252,,,,,,
gpout0,3,219,876000000,1,2,438000000,35.64453125,35,165,False,False,False,False,,2.2831050228310503,,,,,,
gpout0,3,219,876000000,1,5,175200000,14.2578125,14,66,False,False,False,False,,5.707762557077626,,,,,,
gpout0,3,219,876000000,2,1,438000000,35.64453125,35,165,False,False,False,True,,2.2831050228310503,,,,,,
gpout0,3,219,876000000,2,5,87600000,7.12890625,7,33,False,False,True,False,,11.415525114155251,,,,,,
gpout0,3,219,876000000,5,1,175200000,14.2578125,14,66,False,False,False,True,,5.707762557077626,,,,,,
gpout0,3,219,876000000,5,2,87600000,7.12890625,7,33,False,False,True,True,,11.415525114155251,,,,,,
gpout0,3,219,876000000,5,5,35040000,2.8515625,2,218,False,False,True,True,,28.538812785388128,,,,,,
gpout0,3,222,888000000,1,1,888000000,72.265625,72,68,False,False,False,True,,1.1261261261261262,,,,,,
gpout0,3,222,888000000,1,2,444000000,36.1328125,36,34,False,False,False,False,,2.2522522522522523,,,,,,
gpout0,3,222,888000000,1,4,222000000,18.06640625,18,17,False,False,False,False,,4.504504504504505,,,,,,
gpout0,3,222,888000000,1,5,177600000,14.453125,14,116,False,False,False,False,,5.63063063063063,,,,,,
gpout0,3,222,888000000,2,1,444000000,36.1328125,36,34,False,False,False,True,,2.2522522522522523,,,,,,
gpout0,3,222,888000000,2,2,222000000,18.06640625,18,17,False,False,False,True,,4.504504504504505,,,,,,
gpout0,3,222,888000000,2,5,88800000,7.2265625,7,58,False,False,True,False,,11.26126126126126,,,,,,
gpout0,3,222,888000000,4,1,222000000,18.06640625,18,17,False,False,False,True,,4.504504504504505,,,,,,
gpout0,3,222,888000000,4,5,44400000,3.61328125,3,157,False,False,True,False,,22.52252252252252,,,,,,
gpout0,3,222,888000000,5,1,177600000,14.453125,14,116,False,False,False,True,,5.63063063063063,,,,,,
gpout0,3,222,888000000,5,2,88800000,7.2265625,7,58,False,False,True,True,,11.26126126126126,,,,,,
gpout0,3,222,888000000,5,4,44400000,3.61328125,3,157,False,False,True,True,,22.52252252252252,,,,,,
gpout0,3,222,888000000,5,5,35520000,2.890625,2,228,False,False,True,True,,28.153153153153152,,,,,,
gpout0,3,225,900000000,1,1,900000000,73.2421875,73,62,False,False,False,True,,1.1111111111111112,,,,,,
gpout0,3,225,900000000,1,2,450000000,36.62109375,36,159,False,False,False,False,,2.2222222222222223,,,,,,
gpout0,3,225,900000000,1,3,300000000,24.4140625,24,106,False,False,False,False,,3.3333333333333335,,,,,,
gpout0,3,225,900000000,1,5,180000000,14.6484375,14,166,False,False,False,False,,5.555555555555555,,,,,,
gpout0,3,225,900000000,1,6,150000000,12.20703125,12,53,False,False,False,False,,6.666666666666667,,,,,,
gpout0,3,225,900000000,2,1,450000000,36.62109375,36,159,False,False,False,True,,2.2222222222222223,,,,,,
gpout0,3,225,900000000,2,3,150000000,12.20703125,12,53,False,False,False,False,,6.666666666666667,,,,,,
gpout0,3,225,900000000,2,5,90000000,7.32421875,7,83,False,False,True,False,,11.11111111111111,,,,,,
gpout0,3,225,900000000,3,1,300000000,24.4140625,24,106,False,False,False,True,,3.3333333333333335,,,,,,
gpout0,3,225,900000000,3,2,150000000,12.20703125,12,53,False,False,False,True,,6.666666666666667,,,,,,
gpout0,3,225,900000000,3,5,60000000,4.8828125,4,226,False,False,True,False,,16.666666666666668,,,,,,
gpout0,3,225,900000000,5,1,180000000,14.6484375,14,166,False,False,False,True,,5.555555555555555,,,,,,
gpout0,3,225,900000000,5,2,90000000,7.32421875,7,83,False,False,True,True,,11.11111111111111,,,,,,
gpout0,3,225,900000000,5,3,60000000,4.8828125,4,226,False,False,True,True,,16.666666666666668,,,,,,
gpout0,3,225,900000000,5,5,36000000,2.9296875,2,238,False,False,True,True,,27.77777777777778,,,,,,
gpout0,3,225,900000000,5,6,30000000,2.44140625,2,113,False,False,True,False,,33.333333333333336,,,,,,
gpout0,3,225,900000000,6,1,150000000,12.20703125,12,53,False,False,False,True,,6.666666666666667,,,,,,
gpout0,3,225,900000000,6,5,30000000,2.44140625,2,113,False,False,True,True,,33.333333333333336,,,,,,
gpout0,3,228,912000000,1,1,912000000,74.21875,74,56,False,False,False,True,,1.0964912280701755,,,,,,
gpout0,3,228,912000000,1,2,456000000,37.109375,37,28,False,False,False,False,,2.192982456140351,,,,,,
gpout0,3,228,912000000,1,4,228000000,18.5546875,18,142,False,False,False,False,,4.385964912280702,,,,,,
gpout0,3,228,912000000,1,5,182400000,14.84375,14,216,False,False,False,False,,5.482456140350878,,,,,,
gpout0,3,228,912000000,2,1,456000000,37.109375,37,28,False,False,False,True,,2.192982456140351,,,,,,
gpout0,3,228,912000000,2,2,228000000,18.5546875,18,142,False,False,False,True,,4.385964912280702,,,,,,
gpout0,3,228,912000000,2,4,114000000,9.27734375,9,71,False,False,True,False,,8.771929824561404,,,,,,
gpout0,3,228,912000000,2,5,91200000,7.421875,7,108,False,False,True,False,,10.964912280701755,,,,,,
gpout0,3,228,912000000,4,1,228000000,18.5546875,18,142,False,False,False,True,,4.385964912280702,,,,,,
gpout0,3,228,912000000,4,2,114000000,9.27734375,9,71,False,False,True,True,,8.771929824561404,,,,,,
gpout0,3,228,912000000,4,5,45600000,3.7109375,3,182,False,False,True,False,,21.92982456140351,,,,,,
gpout0,3,228,912000000,5,1,182400000,14.84375,14,216,False,False,False,True,,5.482456140350878,,,,,,
gpout0,3,228,912000000,5,2,91200000,7.421875,7,108,False,False,True,True,,10.964912280701755,,,,,,
gpout0,3,228,912000000,5,4,45600000,3.7109375,3,182,False,False,True,True,,21.92982456140351,,,,,,
gpout0,3,228,912000000,5,5,36480000,2.96875,2,248,False,False,True,True,,27.412280701754387,,,,,,
gpout0,3,231,924000000,1,1,924000000,75.1953125,75,50,False,False,False,True,,1.0822510822510822,,,,,,
gpout0,3,231,924000000,1,2,462000000,37.59765625,37,153,False,False,False,False,,2.1645021645021645,,,,,,
gpout0,3,231,924000000,1,5,184800000,15.0390625,15,10,False,False,False,False,,5.411255411255412,,,,,,
gpout0,3,231,924000000,1,7,132000000,10.7421875,10,190,False,False,True,False,,7.575757575757576,,,,,,
gpout0,3,231,924000000,2,1,462000000,37.59765625,37,153,False,False,False,True,,2.1645021645021645,,,,,,
gpout0,3,231,924000000,2,5,92400000,7.51953125,7,133,False,False,True,False,,10.822510822510823,,,,,,
gpout0,3,231,924000000,2,7,66000000,5.37109375,5,95,False,False,True,False,,15.151515151515152,,,,,,
gpout0,3,231,924000000,5,1,184800000,15.0390625,15,10,False,False,False,True,,5.411255411255412,,,,,,
gpout0,3,231,924000000,5,2,92400000,7.51953125,7,133,False,False,True,True,,10.822510822510823,,,,,,
gpout0,3,231,924000000,5,5,36960000,3.0078125,3,2,False,False,True,True,,27.056277056277057,,,,,,
gpout0,3,231,924000000,5,7,26400000,2.1484375,2,38,False,False,True,False,,37.878787878787875,,,,,,
gpout0,3,231,924000000,7,1,132000000,10.7421875,10,190,False,False,True,True,,7.575757575757576,,,,,,
gpout0,3,231,924000000,7,2,66000000,5.37109375,5,95,False,False,True,True,,15.151515151515152,,,,,,
gpout0,3,231,924000000,7,5,26400000,2.1484375,2,38,False,False,True,True,,37.878787878787875,,,,,,
gpout0,3,234,936000000,1,1,936000000,76.171875,76,44,False,False,False,True,,1.0683760683760684,,,,,,
gpout0,3,234,936000000,1,2,468000000,38.0859375,38,22,False,False,False,False,,2.1367521367521367,,,,,,
gpout0,3,234,936000000,1,3,312000000,25.390625,25,100,False,False,False,False,,3.2051282051282053,,,,,,
gpout0,3,234,936000000,1,4,234000000,19.04296875,19,11,False,False,False,False,,4.273504273504273,,,,,,
gpout0,3,234,936000000,1,5,187200000,15.234375,15,60,False,False,False,False,,5.3418803418803416,,,,,,
gpout0,3,234,936000000,1,6,156000000,12.6953125,12,178,False,False,False,False,,6.410256410256411,,,,,,
gpout0,3,234,936000000,2,1,468000000,38.0859375,38,22,False,False,False,True,,2.1367521367521367,,,,,,
gpout0,3,234,936000000,2,2,234000000,19.04296875,19,11,False,False,False,True,,4.273504273504273,,,,,,
gpout0,3,234,936000000,2,3,156000000,12.6953125,12,178,False,False,False,False,,6.410256410256411,,,,,,
gpout0,3,234,936000000,2,5,93600000,7.6171875,7,158,False,False,True,False,,10.683760683760683,,,,,,
gpout0,3,234,936000000,2,6,78000000,6.34765625,6,89,False,False,True,False,,12.820512820512821,,,,,,
gpout0,3,234,936000000,3,1,312000000,25.390625,25,100,False,False,False,True,,3.2051282051282053,,,,,,
gpout0,3,234,936000000,3,2,156000000,12.6953125,12,178,False,False,False,True,,6.410256410256411,,,,,,
gpout0,3,234,936000000,3,4,78000000,6.34765625,6,89,False,False,True,False,,12.820512820512821,,,,,,
gpout0,3,234,936000000,3,5,62400000,5.078125,5,20,False,False,True,False,,16.025641025641026,,,,,,
gpout0,3,234,936000000,4,1,234000000,19.04296875,19,11,False,False,False,True,,4.273504273504273,,,,,,
gpout0,3,234,936000000,4,3,78000000,6.34765625,6,89,False,False,True,True,,12.820512820512821,,,,,,
gpout0,3,234,936000000,4,5,46800000,3.80859375,3,207,False,False,True,False,,21.367521367521366,,,,,,
gpout0,3,234,936000000,5,1,187200000,15.234375,15,60,False,False,False,True,,5.3418803418803416,,,,,,
gpout0,3,234,936000000,5,2,93600000,7.6171875,7,158,False,False,True,True,,10.683760683760683,,,,,,
gpout0,3,234,936000000,5,3,62400000,5.078125,5,20,False,False,True,True,,16.025641025641026,,,,,,
gpout0,3,234,936000000,5,4,46800000,3.80859375,3,207,False,False,True,True,,21.367521367521366,,,,,,
gpout0,3,234,936000000,5,5,37440000,3.046875,3,12,False,False,True,True,,26.70940170940171,,,,,,
gpout0,3,234,936000000,5,6,31200000,2.5390625,2,138,False,False,True,False,,32.05128205128205,,,,,,
gpout0,3,234,936000000,6,1,156000000,12.6953125,12,178,False,False,False,True,,6.410256410256411,,,,,,
gpout0,3,234,936000000,6,2,78000000,6.34765625,6,89,False,False,True,True,,12.820512820512821,,,,,,
gpout0,3,234,936000000,6,5,31200000,2.5390625,2,138,False,False,True,True,,32.05128205128205,,,,,,
gpout0,3,237,948000000,1,1,948000000,77.1484375,77,38,False,False,False,True,,1.0548523206751055,,,,,,
gpout0,3,237,948000000,1,2,474000000,38.57421875,38,147,False,False,False,False,,2.109704641350211,,,,,,
gpout0,3,237,948000000,1,5,189600000,15.4296875,15,110,False,False,False,False,,5.274261603375527,,,,,,
gpout0,3,237,948000000,2,1,474000000,38.57421875,38,147,False,False,False,True,,2.109704641350211,,,,,,
gpout0,3,237,948000000,2,5,94800000,7.71484375,7,183,False,False,True,False,,10.548523206751055,,,,,,
gpout0,3,237,948000000,5,1,189600000,15.4296875,15,110,False,False,False,True,,5.274261603375527,,,,,,
gpout0,3,237,948000000,5,2,94800000,7.71484375,7,183,False,False,True,True,,10.548523206751055,,,,,,
gpout0,3,237,948000000,5,5,37920000,3.0859375,3,22,False,False,True,True,,26.371308016877638,,,,,,
gpout0,3,240,960000000,1,1,960000000,78.125,78,32,False,False,False,True,,1.0416666666666667,,,,,,
gpout0,3,240,960000000,1,2,480000000,39.0625,39,16,False,False,False,False,,2.0833333333333335,,,,,,
gpout0,3,240,960000000,1,4,240000000,19.53125,19,136,False,False,False,False,,4.166666666666667,,,,,,
gpout0,3,240,960000000,1,5,192000000,15.625,15,160,False,False,False,False,,5.208333333333333,,,,,,
gpout0,3,240,960000000,2,1,480000000,39.0625,39,16,False,False,False,True,,2.0833333333333335,,,,,,
gpout0,3,240,960000000,2,2,240000000,19.53125,19,136,False,False,False,True,,4.166666666666667,,,,,,
gpout0,3,240,960000000,2,4,120000000,9.765625,9,196,False,False,True,False,,8.333333333333334,,,,,,
gpout0,3,240,960000000,2,5,96000000,7.8125,7,208,False,False,True,False,,10.416666666666666,,,,,,
gpout0,3,240,960000000,4,1,240000000,19.53125,19,136,False,False,False,True,,4.166666666666667,,,,,,
gpout0,3,240,960000000,4,2,120000000,9.765625,9,196,False,False,True,True,,8.333333333333334,,,,,,
gpout0,3,240,960000000,4,4,60000000,4.8828125,4,226,False,False,True,True,,16.666666666666668,,,,,,
gpout0,3,240,960000000,4,5,48000000,3.90625,3,232,False,False,True,False,,20.833333333333332,,,,,,
gpout0,3,240,960000000,5,1,192000000,15.625,15,160,False,False,False,True,,5.208333333333333,,,,,,
gpout0,3,240,960000000,5,2,96000000,7.8125,7,208,False,False,True,True,,10.416666666666666,,,,,,
gpout0,3,240,960000000,5,4,48000000,3.90625,3,232,False,False,True,True,,20.833333333333332,,,,,,
gpout0,3,240,960000000,5,5,38400000,3.125,3,32,False,False,True,True,,26.041666666666668,,,,,,
gpout0,3,243,972000000,1,1,972000000,79.1015625,79,26,False,False,False,True,,1.02880658436214,,,,,,
gpout0,3,243,972000000,1,2,486000000,39.55078125,39,141,False,False,False,False,,2.05761316872428,,,,,,
gpout0,3,243,972000000,1,3,324000000,26.3671875,26,94,False,False,False,False,,3.0864197530864197,,,,,,
gpout0,3,243,972000000,1,5,194400000,15.8203125,15,210,False,False,False,False,,5.1440329218107,,,,,,
gpout0,3,243,972000000,1,6,162000000,13.18359375,13,47,False,False,False,False,,6.172839506172839,,,,,,
gpout0,3,243,972000000,2,1,486000000,39.55078125,39,141,False,False,False,True,,2.05761316872428,,,,,,
gpout0,3,243,972000000,2,3,162000000,13.18359375,13,47,False,False,False,False,,6.172839506172839,,,,,,
gpout0,3,243,972000000,2,5,97200000,7.91015625,7,233,False,False,True,False,,10.2880658436214,,,,,,
gpout0,3,243,972000000,3,1,324000000,26.3671875,26,94,False,False,False,True,,3.0864197530864197,,,,,,
gpout0,3,243,972000000,3,2,162000000,13.18359375,13,47,False,False,False,True,,6.172839506172839,,,,,,
gpout0,3,243,972000000,3,3,108000000,8.7890625,8,202,False,False,True,True,,9.25925925925926,,,,,,
gpout0,3,243,972000000,3,5,64800000,5.2734375,5,70,False,False,True,False,,15.432098765432098,,,,,,
gpout0,3,243,972000000,3,6,54000000,4.39453125,4,101,False,False,True,False,,18.51851851851852,,,,,,
gpout0,3,243,972000000,5,1,194400000,15.8203125,15,210,False,False,False,True,,5.1440329218107,,,,,,
gpout0,3,243,972000000,5,2,97200000,7.91015625,7,233,False,False,True,True,,10.2880658436214,,,,,,
gpout0,3,243,972000000,5,3,64800000,5.2734375,5,70,False,False,True,True,,15.432098765432098,,,,,,
gpout0,3,243,972000000,5,5,38880000,3.1640625,3,42,False,False,True,True,,25.720164609053498,,,,,,
gpout0,3,243,972000000,5,6,32400000,2.63671875,2,163,False,False,True,False,,30.864197530864196,,,,,,
gpout0,3,243,972000000,6,1,162000000,13.18359375,13,47,False,False,False,True,,6.172839506172839,,,,,,
gpout0,3,243,972000000,6,3,54000000,4.39453125,4,101,False,False,True,True,,18.51851851851852,,,,,,
gpout0,3,243,972000000,6,5,32400000,2.63671875,2,163,False,False,True,True,,30.864197530864196,,,,,,
gpout0,3,246,984000000,1,1,984000000,80.078125,80,20,False,False,False,True,,1.016260162601626,,,,,,
gpout0,3,246,984000000,1,2,492000000,40.0390625,40,10,False,False,False,False,,2.032520325203252,,,,,,
gpout0,3,246,984000000,1,4,246000000,20.01953125,20,5,False,False,False,False,,4.065040650406504,,,,,,
gpout0,3,246,984000000,1,5,196800000,16.015625,16,4,False,False,False,False,,5.08130081300813,,,,,,
gpout0,3,246,984000000,2,1,492000000,40.0390625,40,10,False,False,False,True,,2.032520325203252,,,,,,
gpout0,3,246,984000000,2,2,246000000,20.01953125,20,5,False,False,False,True,,4.065040650406504,,,,,,
gpout0,3,246,984000000,2,5,98400000,8.0078125,8,2,False,False,True,False,,10.16260162601626,,,,,,
gpout0,3,246,984000000,4,1,246000000,20.01953125,20,5,False,False,False,True,,4.065040650406504,,,,,,
gpout0,3,246,984000000,4,5,49200000,4.00390625,4,1,False,False,True,False,,20.32520325203252,,,,,,
gpout0,3,246,984000000,5,1,196800000,16.015625,16,4,False,False,False,True,,5.08130081300813,,,,,,
gpout0,3,246,984000000,5,2,98400000,8.0078125,8,2,False,False,True,True,,10.16260162601626,,,,,,
gpout0,3,246,984000000,5,4,49200000,4.00390625,4,1,False,False,True,True,,20.32520325203252,,,,,,
gpout0,3,246,984000000,5,5,39360000,3.203125,3,52,False,False,True,True,,25.40650406504065,,,,,,
gpout0,3,249,996000000,1,1,996000000,81.0546875,81,14,False,False,False,True,,1.0040160642570282,,,,,,
gpout0,3,249,996000000,1,2,498000000,40.52734375,40,135,False,False,False,False,,2.0080321285140563,,,,,,
gpout0,3,249,996000000,1,5,199200000,16.2109375,16,54,False,False,False,False,,5.020080321285141,,,,,,
gpout0,3,249,996000000,2,1,498000000,40.52734375,40,135,False,False,False,True,,2.0080321285140563,,,,,,
gpout0,3,249,996000000,2,5,99600000,8.10546875,8,27,False,False,True,False,,10.040160642570282,,,,,,
gpout0,3,249,996000000,5,1,199200000,16.2109375,16,54,False,False,False,True,,5.020080321285141,,,,,,
gpout0,3,249,996000000,5,2,99600000,8.10546875,8,27,False,False,True,True,,10.040160642570282,,,,,,
gpout0,3,249,996000000,5,5,39840000,3.2421875,3,62,False,False,True,True,,25.100401606425702,,,,,,
gpout0,3,252,1008000000,1,1,1008000000,82.03125,82,8,False,False,False,True,,0.9920634920634921,,,,,,
gpout0,3,252,1008000000,1,2,504000000,41.015625,41,4,False,False,False,False,,1.9841269841269842,,,,,,
gpout0,3,252,1008000000,1,3,336000000,27.34375,27,88,False,False,False,False,,2.9761904761904763,,,,,,
gpout0,3,252,1008000000,1,4,252000000,20.5078125,20,130,False,False,False,False,,3.9682539682539684,,,,,,
gpout0,3,252,1008000000,1,5,201600000,16.40625,16,104,False,False,False,False,,4.9603174603174605,,,,,,
gpout0,3,252,1008000000,1,6,168000000,13.671875,13,172,False,False,False,False,,5.9523809523809526,,,,,,
gpout0,3,252,1008000000,1,7,144000000,11.71875,11,184,False,False,False,False,,6.944444444444445,,,,,,
gpout0,3,252,1008000000,2,1,504000000,41.015625,41,4,False,False,False,True,,1.9841269841269842,,,,,,
gpout0,3,252,1008000000,2,2,252000000,20.5078125,20,130,False,False,False,True,,3.9682539682539684,,,,,,
gpout0,3,252,1008000000,2,3,168000000,13.671875,13,172,False,False,False,False,,5.9523809523809526,,,,,,
gpout0,3,252,1008000000,2,4,126000000,10.25390625,10,65,False,False,True,False,,7.936507936507937,,,,,,
gpout0,3,252,1008000000,2,5,100800000,8.203125,8,52,False,False,True,False,,9.920634920634921,,,,,,
gpout0,3,252,1008000000,2,6,84000000,6.8359375,6,214,False,False,True,False,,11.904761904761905,,,,,,
gpout0,3,252,1008000000,2,7,72000000,5.859375,5,220,False,False,True,False,,13.88888888888889,,,,,,
gpout0,3,252,1008000000,3,1,336000000,27.34375,27,88,False,False,False,True,,2.9761904761904763,,,,,,
gpout0,3,252,1008000000,3,2,168000000,13.671875,13,172,False,False,False,True,,5.9523809523809526,,,,,,
gpout0,3,252,1008000000,3,4,84000000,6.8359375,6,214,False,False,True,False,,11.904761904761905,,,,,,
gpout0,3,252,1008000000,3,5,67200000,5.46875,5,120,False,False,True,False,,14.880952380952381,,,,,,
gpout0,3,252,1008000000,3,7,48000000,3.90625,3,232,False,False,True,False,,20.833333333333332,,,,,,
gpout0,3,252,1008000000,4,1,252000000,20.5078125,20,130,False,False,False,True,,3.9682539682539684,,,,,,
gpout0,3,252,1008000000,4,2,126000000,10.25390625,10,65,False,False,True,True,,7.936507936507937,,,,,,
gpout0,3,252,1008000000,4,3,84000000,6.8359375,6,214,False,False,True,True,,11.904761904761905,,,,,,
gpout0,3,252,1008000000,4,5,50400000,4.1015625,4,26,False,False,True,False,,19.841269841269842,,,,,,
gpout0,3,252,1008000000,4,6,42000000,3.41796875,3,107,False,False,True,False,,23.80952380952381,,,,,,
gpout0,3,252,1008000000,4,7,36000000,2.9296875,2,238,False,False,True,False,,27.77777777777778,,,,,,
gpout0,3,252,1008000000,5,1,201600000,16.40625,16,104,False,False,False,True,,4.9603174603174605,,,,,,
gpout0,3,252,1008000000,5,2,100800000,8.203125,8,52,False,False,True,True,,9.920634920634921,,,,,,
gpout0,3,252,1008000000,5,3,67200000,5.46875,5,120,False,False,True,True,,14.880952380952381,,,,,,
gpout0,3,252,1008000000,5,4,50400000,4.1015625,4,26,False,False,True,True,,19.841269841269842,,,,,,
gpout0,3,252,1008000000,5,5,40320000,3.28125,3,72,False,False,True,True,,24.8015873015873,,,,,,
gpout0,3,252,1008000000,5,6,33600000,2.734375,2,188,False,False,True,False,,29.761904761904763,,,,,,
